method,scope,repeat,fold,auc,bce,f1,balanced_accuracy,selected_encoder_epoch,selected_classifier_epoch,selected_dsls_epoch,selected_csda_epoch,selected_icdm_epoch,threshold_hc,dsls_singular1,dsls_singular2,dsls_singular3,dsls_shared_energy_fraction,dsls_asd_score_mean,dsls_asd_score_std,dsls_hc_score_mean,dsls_hc_score_std,dsls_std_floor,dsls_parameter_l2,dsls_mean_abs_delta,csda_num_sites,csda_cross_site_positive_pairs,csda_cross_site_same_y_cos,csda_same_site_same_y_cos,csda_opposite_y_cos,csda_site_retrieval_accuracy,csda_profile_std_floor,csda_projection_l2,csda_head_l2,csda_mean_abs_delta,icdm_mean_abs_roi_prompt,icdm_mean_abs_edge_log_gate,icdm_mean_edge_factor,icdm_std_edge_factor,icdm_factor_min,icdm_factor_max,icdm_fraction_gt1,icdm_mean_abs_fc_change,icdm_down_l2,icdm_up_l2,task_seconds,n_test,status
baseline,internal_fold,0,0,0.734549138804458,0.5941130806215061,0.5882352941176471,0.6111955420466059,31.0,24.0,nan,nan,nan,0.4486645460128784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,445.4786846637726,89,PASS
dsls,internal_fold,0,0,0.734549138804458,0.5941130835240487,0.5882352941176471,0.6111955420466059,31.0,24.0,0.0,nan,nan,0.4486645758152008,758.784423828125,643.7777709960938,623.591552734375,0.048504844307899475,0.32681673765182495,1.239944338798523,6.668700507361791e-07,0.999983549118042,0.019524775445461273,1.7249441146850586,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,445.4786846637726,89,PASS
csda,internal_fold,0,0,0.7350557244174265,0.5910089977077402,0.5641025641025641,0.6268996960486322,31.0,24.0,nan,102.0,nan,0.4037686884403229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206596.0,0.059168554842472076,0.0687834769487381,-0.04728540778160095,0.3516320586204529,0.0013118281029164793,8.07473373413086,0.7062992453575134,0.19351239502429962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,445.4786846637726,89,PASS
icdm,internal_fold,0,0,0.7350557244174266,0.5936890256471061,0.5882352941176471,0.6111955420466059,31.0,24.0,nan,nan,9.0,0.4484468400478363,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.005434999242424965,0.0053638131357729435,1.00538170337677,0.006620526313781738,0.9662628173828125,1.0579348802566528,0.9852083921432495,0.0009910681983456016,5.670693397521973,0.7045197486877441,445.4786846637726,89,PASS
baseline,internal_fold,0,1,0.7391084093211753,0.6161327791642486,0.6444444444444444,0.6418439716312057,17.0,11.0,nan,nan,nan,0.4324162006378174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,763.2885224819183,89,PASS
dsls,internal_fold,0,1,0.7350557244174266,0.6191887511593319,0.6590909090909092,0.6656534954407295,17.0,11.0,95.0,nan,nan,0.4194194972515106,752.6788940429688,673.611083984375,592.2329711914062,0.04700338467955589,0.13642668724060059,1.4036812782287598,-5.014060633357076e-08,0.9999831914901733,0.020295214653015137,2.2722039222717285,0.20044982433319092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,763.2885224819183,89,PASS
csda,internal_fold,0,1,0.7416413373860181,0.6125912567251486,0.6956521739130436,0.6856636271529888,17.0,11.0,nan,70.0,nan,0.449541300535202,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206354.0,0.040014442056417465,0.05451864376664162,-0.02578015811741352,0.24777448177337646,0.0014414343982934953,7.964777946472168,0.4283299744129181,0.10748757421970367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,763.2885224819183,89,PASS
icdm,internal_fold,0,1,0.7411347517730497,0.6128889713642423,0.651685393258427,0.6537487335359675,17.0,11.0,nan,nan,149.0,0.428266316652298,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09236294031143188,0.08805976808071136,1.0914517641067505,0.027780283242464066,0.904837429523468,1.1051709651947021,0.985878586769104,0.01646394655108452,9.57083511352539,6.765853404998779,763.2885224819183,89,PASS
baseline,internal_fold,0,2,0.7701863354037267,0.5918909066778909,0.7450980392156864,0.6987577639751552,40.0,64.0,nan,nan,nan,0.5139911770820618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320.0783762931824,88,PASS
dsls,internal_fold,0,2,0.7712215320910973,0.5972350665502991,0.7346938775510203,0.7008281573498965,40.0,64.0,33.0,nan,nan,0.4769997298717499,771.2427368164062,696.181884765625,581.2947998046875,0.046463094651699066,-0.5398047566413879,1.4082978963851929,4.873666625826445e-07,0.9999833703041077,0.018636341392993926,2.206857204437256,0.053031038492918015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320.0783762931824,88,PASS
csda,internal_fold,0,2,0.7701863354037267,0.5922988217851226,0.7378640776699029,0.6868530020703933,40.0,64.0,nan,16.0,nan,0.5263058543205261,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206532.0,0.008480711840093136,0.035199329257011414,0.0015613364521414042,0.1913946568965912,0.0013338455930352211,7.776587009429932,0.07920365780591965,0.01833353377878666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320.0783762931824,88,PASS
icdm,internal_fold,0,2,0.7701863354037267,0.591890904053781,0.7450980392156864,0.6987577639751552,40.0,64.0,nan,nan,0.0,0.5139911770820618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.520564079284668,0.0,320.0783762931824,88,PASS
baseline,internal_fold,0,3,0.753623188405797,0.5893095780548155,0.5507246376811594,0.6589026915113871,36.0,48.0,nan,nan,nan,0.34202542901039124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,935.5693798065186,88,PASS
dsls,internal_fold,0,3,0.7536231884057971,0.594181351719564,0.5373134328358209,0.6599378881987578,36.0,48.0,149.0,nan,nan,0.3119029104709625,797.6866455078125,669.0133666992188,573.747802734375,0.04691094532608986,-0.226920485496521,1.397346019744873,5.204594799579354e-07,0.9999834895133972,0.020038121938705446,2.4875972270965576,0.15139426290988922,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,935.5693798065186,88,PASS
csda,internal_fold,0,3,0.7510351966873706,0.5939431670378895,0.5915492957746479,0.6806418219461697,36.0,48.0,nan,102.0,nan,0.3356114327907562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206808.0,0.05966156721115112,0.06949693709611893,-0.047524865716695786,0.33086052536964417,0.0013522572815418245,8.094597816467285,0.6820810437202454,0.17630533874034882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,935.5693798065186,88,PASS
icdm,internal_fold,0,3,0.753623188405797,0.5905189797327458,0.5507246376811594,0.6589026915113871,36.0,48.0,nan,nan,149.0,0.32782337069511414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09852968901395798,0.09819462150335312,1.103193998336792,0.007577740587294102,0.9048560857772827,1.1051709651947021,0.9998790621757507,0.017962215468287468,8.821024894714355,6.2472124099731445,935.5693798065186,88,PASS
baseline,internal_fold,0,4,0.634575569358178,0.6829235282253937,0.6538461538461539,0.5838509316770186,23.0,50.0,nan,nan,nan,0.5456370711326599,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,479.2962646484375,88,PASS
dsls,internal_fold,0,4,0.634575569358178,0.6829235299930582,0.6538461538461539,0.5838509316770186,23.0,50.0,0.0,nan,nan,0.5456370711326599,730.1148681640625,651.4312744140625,489.94464111328125,0.04182404279708862,-0.029395123943686485,1.4759453535079956,-8.403565630032972e-07,0.999984622001648,0.01966879516839981,1.6614550352096558,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,479.2962646484375,88,PASS
csda,internal_fold,0,4,0.634575569358178,0.6829235299930582,0.6538461538461539,0.5838509316770186,23.0,50.0,nan,0.0,nan,0.5456370711326599,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206690.0,0.030400805175304413,0.08917582780122757,0.032460395246744156,0.18991097807884216,0.0013630121015012265,7.636967182159424,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,479.2962646484375,88,PASS
icdm,internal_fold,0,4,0.6340579710144928,0.6941687879875013,0.6538461538461539,0.5838509316770186,23.0,50.0,nan,nan,149.0,0.5504416227340698,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09873969852924347,0.09852640330791473,1.1035563945770264,0.006164202932268381,0.9048444032669067,1.1051709651947021,0.9999138116836548,0.017735878005623817,8.842402458190918,6.4471964836120605,479.2962646484375,88,PASS
baseline,internal_fold,0,5,0.7140633108458744,0.6247700021451998,0.6666666666666666,0.6743642968344576,42.0,44.0,nan,nan,nan,0.38616251945495605,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,876.3393898010254,88,PASS
dsls,internal_fold,0,5,0.7130254281266217,0.6266198977985272,0.6521739130434782,0.63622210690192,42.0,44.0,149.0,nan,nan,0.42006269097328186,793.6499633789062,654.8175659179688,604.7117919921875,0.0489664152264595,0.4828982353210449,1.2870579957962036,-8.413593377554207e-07,0.9999828338623047,0.01918158829212189,2.2903568744659424,0.22507555782794952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,876.3393898010254,88,PASS
csda,internal_fold,0,5,0.7145822522055008,0.6245240086709398,0.6666666666666666,0.6743642968344576,42.0,44.0,nan,9.0,nan,0.38622790575027466,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206578.0,0.00525914691388607,0.03856614604592323,0.003199163358658552,0.179525226354599,0.001315181888639927,7.756898403167725,0.048182591795921326,0.008479919284582138,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,876.3393898010254,88,PASS
icdm,internal_fold,0,5,0.7145822522055008,0.6283210726672842,0.6666666666666666,0.6743642968344576,42.0,44.0,nan,nan,147.0,0.3745965361595154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09832244366407394,0.0980726107954979,1.1030616760253906,0.007313393522053957,0.9048506021499634,1.1051709651947021,0.9998785257339478,0.017150159925222397,8.853696823120117,6.416518211364746,876.3393898010254,88,PASS
baseline,internal_fold,0,6,0.7353399065905553,0.6044277518339268,0.6666666666666666,0.6606123508043591,34.0,26.0,nan,nan,nan,0.40790143609046936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,394.9088785648346,88,PASS
dsls,internal_fold,0,6,0.7353399065905553,0.604427748237499,0.6666666666666666,0.6606123508043591,34.0,26.0,0.0,nan,nan,0.40790143609046936,813.2258911132812,698.15869140625,614.0791015625,0.05069316178560257,0.5252833366394043,1.330324649810791,-6.054478376427141e-07,0.9999827742576599,0.01940242350101471,1.920084834098816,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,394.9088785648346,88,PASS
csda,internal_fold,0,6,0.7343020238713026,0.5997591855802734,0.6153846153846153,0.6699532952776336,34.0,26.0,nan,84.0,nan,0.3413473963737488,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,206628.0,0.04558973014354706,0.06321316212415695,-0.0356045626103878,0.30563798546791077,0.0013863861560821534,8.045323371887207,0.5475035905838013,0.13105639815330505,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,394.9088785648346,88,PASS
icdm,internal_fold,0,6,0.7353399065905553,0.604427748237499,0.6666666666666666,0.6606123508043591,34.0,26.0,nan,nan,0.0,0.40790143609046936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.631853103637695,0.0,394.9088785648346,88,PASS
baseline,internal_fold,0,7,0.7254800207576544,0.6174539957666454,0.6981132075471698,0.6253243383497665,44.0,44.0,nan,nan,nan,0.6024791598320007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,271.47386503219604,88,PASS
dsls,internal_fold,0,7,0.7254800207576544,0.617453996640516,0.6981132075471698,0.6253243383497665,44.0,44.0,0.0,nan,nan,0.6024791598320007,794.147705078125,680.3322143554688,629.5960083007812,0.051242895424366,0.235273540019989,1.306644320487976,6.397941092473047e-07,0.9999833703041077,0.018999901413917542,2.1976778507232666,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,271.47386503219604,88,PASS
csda,internal_fold,0,7,0.7270368448365334,0.6182410430269318,0.6744186046511628,0.6865594187856772,44.0,44.0,nan,40.0,nan,0.4546501338481903,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,207134.0,0.01732005923986435,0.03520023822784424,-0.008233661763370037,0.2181008905172348,0.0012578024528920651,7.928552150726318,0.22130239009857178,0.042002998292446136,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,271.47386503219604,88,PASS
icdm,internal_fold,0,7,0.7254800207576544,0.617453996640516,0.6981132075471698,0.6253243383497665,44.0,44.0,nan,nan,0.0,0.6024791598320007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.6158447265625,0.0,271.47386503219604,88,PASS
baseline,internal_fold,0,8,0.772184743124027,0.5792942082378414,0.7422680412371133,0.7122470160871821,47.0,35.0,nan,nan,nan,0.4799896478652954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,584.2171545028687,88,PASS
dsls,internal_fold,0,8,0.7773741567202906,0.5682550998677374,0.7529411764705882,0.7672548002075765,47.0,35.0,149.0,nan,nan,0.40540218353271484,762.0501098632812,657.2147827148438,522.2664794921875,0.04353059455752373,0.09587886929512024,1.3523014783859253,-8.533930895282538e-07,0.9999839067459106,0.020286138355731967,2.333747386932373,0.1918410062789917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,584.2171545028687,88,PASS
csda,internal_fold,0,8,0.7612869745718733,0.5843902518982445,0.7326732673267328,0.686299948105864,47.0,35.0,nan,76.0,nan,0.5055144429206848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206246.0,0.040945541113615036,0.05966025963425636,-0.029898324981331825,0.33086052536964417,0.001380770280957222,8.019558906555176,0.4693397879600525,0.10759986191987991,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,584.2171545028687,88,PASS
icdm,internal_fold,0,8,0.7716658017644007,0.5761515746082282,0.7422680412371133,0.7122470160871821,47.0,35.0,nan,nan,88.0,0.4779973030090332,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09572272002696991,0.09547153860330582,1.1002247333526611,0.010837814770638943,0.9048376083374023,1.1051709651947021,0.9998570084571838,0.01757695898413658,8.15510082244873,5.621574401855469,584.2171545028687,88,PASS
baseline,internal_fold,0,9,0.6616502335236119,0.6658834522000805,0.5977011494252874,0.6058640373637779,21.0,52.0,nan,nan,nan,0.43633076548576355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,186.11208081245422,88,PASS
dsls,internal_fold,0,9,0.6616502335236119,0.6658834499994174,0.5977011494252874,0.6058640373637779,21.0,52.0,0.0,nan,nan,0.43633076548576355,777.8400268554688,668.0712280273438,606.0104370117188,0.048159871250391006,0.2492532730102539,1.3066647052764893,6.26256166924577e-07,0.9999832510948181,0.019168102741241456,2.3129241466522217,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,186.11208081245422,88,PASS
csda,internal_fold,0,9,0.6616502335236119,0.6658834499994174,0.5977011494252874,0.6058640373637779,21.0,52.0,nan,0.0,nan,0.43633076548576355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,207066.0,0.021867385134100914,0.08340639621019363,0.021489271894097328,0.19436201453208923,0.0013254914432764054,7.724218368530273,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,186.11208081245422,88,PASS
icdm,internal_fold,0,9,0.6616502335236119,0.6658834499994174,0.5977011494252874,0.6058640373637779,21.0,52.0,nan,nan,0.0,0.43633076548576355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.504055500030518,0.0,186.11208081245422,88,PASS
baseline,internal_oof,0,all,0.7210753076546013,0.6165938580015988,0.6608505997818975,0.6473027011687005,33.5,39.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,525.6762596607208,882,PASS
dsls,internal_oof,0,all,0.7224581409148372,0.6170046663013643,0.6585365853658537,0.6517220917932973,33.5,39.8,57.5,nan,nan,nan,775.1421264648437,669.260986328125,583.74755859375,0.04732992500066757,0.12557103130966424,1.3508208036422729,-2.4995096481461588e-08,0.9999834358692169,0.019520140290260314,2.1407848596572876,0.08217916898429393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,525.6762596607208,882,PASS
csda,internal_oof,0,all,0.7214571347488455,0.6165229103716693,0.6583990980834271,0.6584169655065659,33.5,39.8,nan,49.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.9,206663.2,0.03287079436704517,0.059722041711211205,-0.013561681401915849,0.25400593429803847,0.0013468009699136021,7.9022214889526365,0.31822422817349433,0.0784778019413352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,525.6762596607208,882,PASS
icdm,internal_oof,0,all,0.7209979102706328,0.6175071371423851,0.6615720524017468,0.648507520445809,33.5,39.8,nan,nan,69.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04891124907881021,0.048368875542655586,1.050687026977539,0.006629396136850119,0.9490488946437836,1.0583789706230164,0.5970615386962891,0.008788022713270038,7.218607091903687,3.2202874660491942,525.6762596607208,882,PASS
baseline,caltech,0,external,0.7485380116959064,0.5869685901253101,0.6060606060606061,0.652046783625731,1.0,37.0,nan,nan,nan,0.37137913703918457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,283.91574883461,37,PASS
dsls,caltech,0,external,0.7485380116959064,0.586968595794183,0.6060606060606061,0.652046783625731,1.0,37.0,0.0,nan,nan,0.37137913703918457,968.0253295898438,756.7232666015625,682.7659912109375,0.060000766068696976,0.27392521500587463,1.2622098922729492,-1.214464646182023e-06,0.9999745488166809,0.019288587570190432,2.4779303073883057,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,283.91574883461,37,PASS
csda,caltech,0,external,0.7456140350877194,0.5915872459705186,0.7111111111111111,0.6432748538011696,1.0,37.0,nan,98.0,nan,0.5757260322570801,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,286408.0,0.03308193385601044,0.05309944972395897,-0.016922343522310257,0.2736443877220154,0.0013977906666696072,8.007067680358887,0.5737799406051636,0.12439721822738647,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,283.91574883461,37,PASS
icdm,caltech,0,external,0.7485380116959064,0.5838997352289752,0.6842105263157895,0.6754385964912281,1.0,37.0,nan,nan,113.0,0.46100619435310364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09310609847307205,0.09059391170740128,1.0947059392929077,0.022273438051342964,0.904837429523468,1.1051709651947021,0.9948112964630127,0.01760069653391838,8.434457778930664,5.93029260635376,283.91574883461,37,PASS
baseline,abide2,0,external,0.7198326167076168,0.6129359034440222,0.5937031484257872,0.6463682432432433,1.0,37.0,nan,nan,nan,0.37137913703918457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,283.91574883461,727,PASS
dsls,abide2,0,external,0.7198326167076168,0.6129359051634008,0.5937031484257872,0.6463682432432433,1.0,37.0,0.0,nan,nan,0.37137913703918457,968.0253295898438,756.7232666015625,682.7659912109375,0.060000766068696976,0.27392521500587463,1.2622098922729492,-1.214464646182023e-06,0.9999745488166809,0.019288587570190432,2.4779303073883057,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,283.91574883461,727,PASS
csda,abide2,0,external,0.7242782555282556,0.6124536274153416,0.7315968289920725,0.6577433968058968,1.0,37.0,nan,98.0,nan,0.5757260322570801,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,286408.0,0.03308193385601044,0.05309944972395897,-0.016922343522310257,0.2736443877220154,0.0013977906666696072,8.007067680358887,0.5737799406051636,0.12439721822738647,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,283.91574883461,727,PASS
icdm,abide2,0,external,0.7201704545454545,0.6149638776802925,0.6854942233632862,0.663947328009828,1.0,37.0,nan,nan,113.0,0.46100619435310364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09310609847307205,0.09059391170740128,1.0947059392929077,0.022273438051342964,0.904837429523468,1.1051709651947021,0.9948112964630127,0.01760069653391838,8.434457778930664,5.93029260635376,283.91574883461,727,PASS
baseline,internal_fold,1,0,0.7684903748733537,0.585303295653662,0.6511627906976744,0.666919959473151,30.0,17.0,nan,nan,nan,0.45911455154418945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,726.810525894165,89,PASS
dsls,internal_fold,1,0,0.7684903748733537,0.5853032932911172,0.6511627906976744,0.666919959473151,30.0,17.0,0.0,nan,nan,0.45911452174186707,788.2230224609375,657.0958862304688,513.8223266601562,0.0445106141269207,-0.0016507059335708618,1.4261232614517212,7.982384317983815e-07,0.9999840259552002,0.019282111525535585,2.2389936447143555,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,726.810525894165,89,PASS
csda,internal_fold,1,0,0.7613981762917933,0.5814954857487347,0.6578947368421053,0.718338399189463,30.0,17.0,nan,93.0,nan,0.41415709257125854,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,205982.0,0.04908173903822899,0.058360107243061066,-0.036853838711977005,0.3145400583744049,0.0013468223623931408,8.140158653259277,0.6483263373374939,0.1672692596912384,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,726.810525894165,89,PASS
icdm,internal_fold,1,0,0.7664640324214793,0.5809407801220525,0.6436781609195402,0.6550151975683891,30.0,17.0,nan,nan,149.0,0.4546494483947754,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09457878768444061,0.09208595752716064,1.0960854291915894,0.02297167107462883,0.904837429523468,1.1051709651947021,0.99065762758255,0.016159145161509514,9.405769348144531,6.849311351776123,726.810525894165,89,PASS
baseline,internal_fold,1,1,0.8252279635258359,0.5548592652019648,0.6111111111111112,0.6983282674772037,49.0,22.0,nan,nan,nan,0.3672303557395935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,263.53466176986694,89,PASS
dsls,internal_fold,1,1,0.8247213779128674,0.5542626350144154,0.6027397260273972,0.6864235055724417,49.0,22.0,5.0,nan,nan,0.36707794666290283,756.880615234375,664.1300048828125,529.4667358398438,0.04353020712733269,-0.1380157619714737,1.3559356927871704,2.4869740400390583e-07,0.9999837279319763,0.019444051384925845,2.2761857509613037,0.008551896549761295,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,263.53466176986694,89,PASS
csda,internal_fold,1,1,0.8252279635258359,0.5548592661635517,0.6111111111111112,0.6983282674772037,49.0,22.0,nan,0.0,nan,0.3672303557395935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,206888.0,0.027934979647397995,0.09021072834730148,0.03078290820121765,0.17062313854694366,0.0014244414865970613,7.700355052947998,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,263.53466176986694,89,PASS
icdm,internal_fold,1,1,0.8252279635258359,0.5548592661635517,0.6111111111111112,0.6983282674772037,49.0,22.0,nan,nan,0.0,0.3672303557395935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.550296783447266,0.0,263.53466176986694,89,PASS
baseline,internal_fold,1,2,0.7650103519668737,0.583008450505396,0.6966292134831461,0.6940993788819876,10.0,89.0,nan,nan,nan,0.46575647592544556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,382.1737518310547,88,PASS
