method,scope,repeat,fold,auc,bce,f1,balanced_accuracy,selected_encoder_epoch,selected_classifier_epoch,selected_dsls_epoch,selected_csda_epoch,selected_icdm_epoch,threshold_hc,dsls_singular1,dsls_singular2,dsls_singular3,dsls_shared_energy_fraction,dsls_asd_score_mean,dsls_asd_score_std,dsls_hc_score_mean,dsls_hc_score_std,dsls_std_floor,dsls_parameter_l2,dsls_mean_abs_delta,csda_num_sites,csda_cross_site_positive_pairs,csda_cross_site_same_y_cos,csda_same_site_same_y_cos,csda_opposite_y_cos,csda_site_retrieval_accuracy,csda_profile_std_floor,csda_projection_l2,csda_head_l2,csda_mean_abs_delta,icdm_mean_abs_roi_prompt,icdm_mean_abs_edge_log_gate,icdm_mean_edge_factor,icdm_std_edge_factor,icdm_factor_min,icdm_factor_max,icdm_fraction_gt1,icdm_mean_abs_fc_change,icdm_down_l2,icdm_up_l2,task_seconds,n_test,status
csda,internal_fold,5,1,0.7315096251266464,0.616477154908518,0.6206896551724138,0.6324721377912867,34.0,39.0,nan,0.0,nan,0.3955601751804352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,207036.0,0.028396081179380417,0.09776899963617325,0.0347612127661705,0.2240356057882309,0.001333850808441639,7.699678421020508,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,235.09890151023865,89,PASS
icdm,internal_fold,5,1,0.7315096251266464,0.616477154908518,0.6206896551724138,0.6324721377912867,34.0,39.0,nan,nan,0.0,0.3955601751804352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.591207027435303,0.0,235.09890151023865,89,PASS
baseline,internal_fold,5,2,0.8141821946169773,0.5225295698138588,0.675,0.7101449275362319,44.0,42.0,nan,nan,nan,0.403703898191452,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,469.3081932067871,88,PASS
dsls,internal_fold,5,2,0.8245341614906833,0.5069734448646674,0.717391304347826,0.7039337474120082,44.0,42.0,149.0,nan,nan,0.5134516954421997,747.9502563476562,680.6112670898438,582.7066040039062,0.04609459638595581,0.1989092081785202,1.380330204963684,7.019684833409201e-09,0.9999834895133972,0.018174906075000764,2.004977226257324,0.16424058377742767,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,469.3081932067871,88,PASS
csda,internal_fold,5,2,0.8141821946169773,0.522529572955644,0.675,0.7101449275362319,44.0,42.0,nan,0.0,nan,0.40370386838912964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,207104.0,0.02984338067471981,0.09343372285366058,0.03519371896982193,0.21661721169948578,0.0012684961780905725,7.752310752868652,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,469.3081932067871,88,PASS
icdm,internal_fold,5,2,0.8141821946169773,0.522529572955644,0.675,0.7101449275362319,44.0,42.0,nan,nan,0.0,0.40370386838912964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.540002346038818,0.0,469.3081932067871,88,PASS
baseline,internal_fold,5,3,0.7122153209109731,0.6178784578268638,0.7070707070707071,0.6661490683229814,45.0,48.0,nan,nan,nan,0.5154843926429749,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,492.53197717666626,88,PASS
dsls,internal_fold,5,3,0.7122153209109731,0.6178784619597288,0.7070707070707071,0.6661490683229814,45.0,48.0,0.0,nan,nan,0.5154843926429749,818.0675659179688,695.9769897460938,569.2537231445312,0.04841725155711174,0.21277523040771484,1.4431242942810059,3.088661344463617e-07,0.9999831318855286,0.019357684254646304,1.7864364385604858,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,492.53197717666626,88,PASS
csda,internal_fold,5,3,0.7028985507246377,0.6275480037023361,0.4411764705882353,0.5797101449275363,45.0,48.0,nan,115.0,nan,0.32606446743011475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206352.0,0.07373136281967163,0.0849769189953804,-0.061652760952711105,0.36943620443344116,0.0013201643712818624,8.083024978637695,0.7816112041473389,0.22480656206607819,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,492.53197717666626,88,PASS
icdm,internal_fold,5,3,0.7101449275362319,0.6199064820998592,0.7070707070707071,0.6661490683229814,45.0,48.0,nan,nan,20.0,0.5159319639205933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.021332181990146637,0.021272776648402214,1.0216768980026245,0.020647186785936356,0.9202618598937988,1.1043936014175415,0.9879778027534485,0.003884925739839673,5.9579997062683105,1.601780652999878,492.53197717666626,88,PASS
baseline,internal_fold,5,4,0.6961697722567288,0.6259126965136342,0.6206896551724138,0.6268115942028986,16.0,42.0,nan,nan,nan,0.36197420954704285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,259.0294020175934,88,PASS
dsls,internal_fold,5,4,0.6961697722567288,0.6259126971551251,0.6206896551724138,0.6268115942028986,16.0,42.0,0.0,nan,nan,0.36197423934936523,728.1012573242188,634.4129028320312,519.7788696289062,0.04454833269119263,0.04213685914874077,1.395310878753662,5.459058343149081e-07,0.9999842047691345,0.020785421133041382,2.226985454559326,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,259.0294020175934,88,PASS
csda,internal_fold,5,4,0.6972049689440994,0.6256841494567317,0.6206896551724138,0.6268115942028986,16.0,42.0,nan,2.0,nan,0.3619435429573059,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,207050.0,0.020860278978943825,0.06220799684524536,0.0196386631578207,0.1854599416255951,0.001401204336434603,7.6680097579956055,0.011464749462902546,0.0022756895050406456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,259.0294020175934,88,PASS
icdm,internal_fold,5,4,0.6961697722567288,0.6259126971551251,0.6206896551724138,0.6268115942028986,16.0,42.0,nan,nan,0.0,0.36197423934936523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.519941806793213,0.0,259.0294020175934,88,PASS
baseline,internal_fold,5,5,0.6652828230409964,0.6594203523131934,0.6190476190476191,0.6424494032174364,1.0,12.0,nan,nan,nan,0.4491979777812958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,484.7166438102722,88,PASS
dsls,internal_fold,5,5,0.663207057602491,0.6590967609099944,0.6206896551724138,0.6286974571873378,1.0,12.0,11.0,nan,nan,0.453098863363266,867.1355590820312,723.52392578125,662.9612426757812,0.06422937661409378,0.39271339774131775,1.2613518238067627,-9.005252650240436e-07,0.999981701374054,0.0219246044754982,2.3728368282318115,0.03288492560386658,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,484.7166438102722,88,PASS
csda,internal_fold,5,5,0.6652828230409964,0.6594203503241641,0.6190476190476191,0.6424494032174364,1.0,12.0,nan,0.0,nan,0.4491979777812958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,207192.0,0.024807944893836975,0.06329076737165451,0.015979362651705742,0.17804154753684998,0.001597479172050953,7.64561653137207,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,484.7166438102722,88,PASS
icdm,internal_fold,5,5,0.67047223663726,0.6596558688445879,0.6265060240963856,0.6546445251686559,1.0,12.0,nan,nan,149.0,0.4376108646392822,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08307798951864243,0.0714978352189064,1.070698618888855,0.041898101568222046,0.904837429523468,1.1051709651947021,0.9387273192405701,0.015410305000841618,9.840895652770996,7.150111198425293,484.7166438102722,88,PASS
baseline,internal_fold,5,6,0.6959003632589518,0.6218149375014133,0.627906976744186,0.6408925791385574,23.0,37.0,nan,nan,nan,0.4201487600803375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,412.72131514549255,88,PASS
dsls,internal_fold,5,6,0.6959003632589518,0.6218149359068991,0.627906976744186,0.6408925791385574,23.0,37.0,0.0,nan,nan,0.4201487600803375,789.7147216796875,684.1150512695312,619.3218994140625,0.05043627321720123,-0.11132293194532394,1.3328198194503784,5.094285597806447e-07,0.9999837875366211,0.019091862440109256,2.22059965133667,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,412.72131514549255,88,PASS
csda,internal_fold,5,6,0.7140633108458745,0.6152019116895776,0.6881720430107526,0.6696938245978205,23.0,37.0,nan,79.0,nan,0.4602912366390228,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206598.0,0.04464227706193924,0.06174164265394211,-0.034060318022966385,0.32195845246315,0.0012609234079718592,8.00175666809082,0.5053857564926147,0.1213168129324913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,412.72131514549255,88,PASS
icdm,internal_fold,5,6,0.6953814218993254,0.6219810158778158,0.627906976744186,0.6408925791385574,23.0,37.0,nan,nan,9.0,0.4199865758419037,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00554851908236742,0.005532997194677591,1.0055580139160156,0.005036802031099796,0.9846388697624207,1.0434612035751343,0.995694100856781,0.0009815264493227005,5.687333583831787,0.7078654170036316,412.72131514549255,88,PASS
baseline,internal_fold,5,7,0.6917488323819408,0.6288378217896853,0.673469387755102,0.6315516346652829,19.0,24.0,nan,nan,nan,0.4769759774208069,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,449.4010200500488,88,PASS
dsls,internal_fold,5,7,0.6917488323819408,0.6288378207190941,0.673469387755102,0.6315516346652829,19.0,24.0,0.0,nan,nan,0.47697603702545166,738.855224609375,659.2938232421875,583.2327270507812,0.04429349675774574,0.1710469275712967,1.3541889190673828,5.846394515174325e-07,0.999983549118042,0.02048376649618149,2.076218366622925,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,449.4010200500488,88,PASS
csda,internal_fold,5,7,0.6917488323819408,0.6288378207190941,0.673469387755102,0.6315516346652829,19.0,24.0,nan,0.0,nan,0.47697603702545166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206380.0,0.03277691453695297,0.08856990188360214,0.03394026309251785,0.18249258399009705,0.0014642812311649323,7.693987846374512,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,449.4010200500488,88,PASS
icdm,internal_fold,5,7,0.6938245978204463,0.6297035531101876,0.673469387755102,0.6315516346652829,19.0,24.0,nan,nan,93.0,0.4745190143585205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09566926956176758,0.09517721086740494,1.0998972654342651,0.012310496531426907,0.9048636555671692,1.1051709651947021,0.9993938207626343,0.017863599583506584,8.375762939453125,5.738880634307861,449.4010200500488,88,PASS
baseline,internal_fold,5,8,0.5376232485729112,0.7194562551544412,0.5434782608695652,0.5220550077841204,10.0,12.0,nan,nan,nan,0.4762715697288513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,650.1398024559021,88,PASS
dsls,internal_fold,5,8,0.5376232485729112,0.7194562574075364,0.5434782608695652,0.5220550077841204,10.0,12.0,0.0,nan,nan,0.47627153992652893,796.3375244140625,664.7073974609375,579.5388793945312,0.04925065487623215,0.4627600610256195,1.4536070823669434,-1.079527237379807e-06,0.9999836087226868,0.020585113763809205,1.9958513975143433,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,650.1398024559021,88,PASS
csda,internal_fold,5,8,0.5230928905033732,0.7213717895470985,0.5238095238095238,0.5511157239231967,10.0,12.0,nan,74.0,nan,0.4595949649810791,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,205980.0,0.04201412573456764,0.059387046843767166,-0.030196361243724823,0.2937685549259186,0.0014632873237133027,7.97183084487915,0.47303256392478943,0.11220268905162811,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,650.1398024559021,88,PASS
icdm,internal_fold,5,8,0.5422937208095484,0.7257202282731905,0.5454545454545454,0.5480020757654385,10.0,12.0,nan,nan,149.0,0.4607715606689453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0888972356915474,0.08037154376506805,1.0815421342849731,0.03737547621130943,0.904837429523468,1.1051709651947021,0.9622357487678528,0.015365619212388992,9.915204048156738,7.470263957977295,650.1398024559021,88,PASS
baseline,internal_fold,5,9,0.7405293201868189,0.6016692051424527,0.6595744680851063,0.634665282823041,29.0,41.0,nan,nan,nan,0.4131303131580353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,506.1993911266327,88,PASS
dsls,internal_fold,5,9,0.7462376751427089,0.5948187926479075,0.6804123711340208,0.6437467566165023,29.0,41.0,146.0,nan,nan,0.43289124965667725,803.3020629882812,646.447265625,459.08447265625,0.04266383498907089,-0.40329721570014954,1.3591474294662476,7.340584602388844e-07,0.9999836087226868,0.01977369785308838,2.5151243209838867,0.17358189821243286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,506.1993911266327,88,PASS
csda,internal_fold,5,9,0.7405293201868189,0.5988701819062302,0.6595744680851063,0.634665282823041,29.0,41.0,nan,29.0,nan,0.42339369654655457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,207210.0,0.008316933177411556,0.02871098183095455,-0.0018548668595030904,0.1913946568965912,0.0012985126115381718,7.879854202270508,0.16167810559272766,0.027628397569060326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,506.1993911266327,88,PASS
icdm,internal_fold,5,9,0.7405293201868189,0.6016692032530192,0.6595744680851063,0.634665282823041,29.0,41.0,nan,nan,0.0,0.4131303131580353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.492631435394287,0.0,506.1993911266327,88,PASS
baseline,internal_oof,5,all,0.7075875235417043,0.6186729028105606,0.6527472527472529,0.64208353757643,26.5,32.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,466.34809296131135,882,PASS
dsls,internal_oof,5,all,0.7094037821521633,0.6164050453559298,0.6594827586206897,0.6408761383865225,26.5,32.9,30.6,nan,nan,nan,786.3612060546875,676.6322937011719,581.864111328125,0.0491273507475853,0.10874444432556629,1.3647307634353638,1.7432635162073496e-07,0.9999833345413208,0.019833949506282804,2.1470192551612852,0.03707074075937271,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,466.34809296131135,882,PASS
csda,internal_oof,5,all,0.7079332318567632,0.618163516756071,0.6314580941446614,0.6390108614328835,26.5,32.9,nan,42.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.9,206725.4,0.039599504228681325,0.07443783227354288,-0.006734408077318221,0.2550445109605789,0.0013717441167682412,7.851079988479614,0.28848337279632685,0.07926209988072515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,466.34809296131135,882,PASS
icdm,internal_oof,5,all,0.7077732772632285,0.6196266684850297,0.6541436464088397,0.6458321508733005,26.5,32.9,nan,nan,42.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.029452519584447147,0.02738523636944592,1.0279372930526733,0.011726806312799454,0.9619439244270325,1.0463367700576782,0.48840287923812864,0.005350597598589957,6.747947120666504,2.2668901860713957,466.34809296131135,882,PASS
baseline,caltech,5,external,0.6315789473684211,0.6973521172857113,0.6500000000000001,0.6198830409356726,21.0,75.0,nan,nan,nan,0.5240899324417114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,427.5989887714386,37,PASS
dsls,caltech,5,external,0.6345029239766082,0.6948800768415364,0.6666666666666667,0.6769005847953216,21.0,75.0,67.0,nan,nan,0.3644299805164337,834.9263916015625,738.4779663085938,631.3300170898438,0.04710051044821739,-0.07396642118692398,1.3033475875854492,-1.0158889836020535e-06,0.9999777674674988,0.019026614725589752,2.2939136028289795,0.10090988129377365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,427.5989887714386,37,PASS
csda,caltech,5,external,0.6228070175438596,0.6992570885897285,0.6111111111111113,0.6228070175438596,21.0,75.0,nan,39.0,nan,0.36613011360168457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,285302.0,0.014985634945333004,0.02871127240359783,-0.004745606333017349,0.21311475336551666,0.0013243701308965684,7.884803771972656,0.21601353585720062,0.03926867991685867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,427.5989887714386,37,PASS
icdm,caltech,5,external,0.6315789473684211,0.6973521118425295,0.6500000000000001,0.6198830409356726,21.0,75.0,nan,nan,0.0,0.5240899324417114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.554601192474365,0.0,427.5989887714386,37,PASS
baseline,abide2,5,external,0.7526105651105651,0.5886846446078237,0.731764705882353,0.6758138820638822,21.0,75.0,nan,nan,nan,0.5240899324417114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,427.5989887714386,727,PASS
dsls,abide2,5,external,0.7516584766584766,0.59137550140126,0.6398852223816355,0.669268273955774,21.0,75.0,67.0,nan,nan,0.3644299805164337,834.9263916015625,738.4779663085938,631.3300170898438,0.04710051044821739,-0.07396642118692398,1.3033475875854492,-1.0158889836020535e-06,0.9999777674674988,0.019026614725589752,2.2939136028289795,0.10090988129377365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,427.5989887714386,727,PASS
csda,abide2,5,external,0.7523648648648649,0.5897981262780733,0.6408045977011494,0.670830773955774,21.0,75.0,nan,39.0,nan,0.36613011360168457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,285302.0,0.014985634945333004,0.02871127240359783,-0.004745606333017349,0.21311475336551666,0.0013243701308965684,7.884803771972656,0.21601353585720062,0.03926867991685867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,427.5989887714386,727,PASS
icdm,abide2,5,external,0.7526105651105651,0.5886846471795639,0.731764705882353,0.6758138820638822,21.0,75.0,nan,nan,0.0,0.5240899324417114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.554601192474365,0.0,427.5989887714386,727,PASS
baseline,internal_fold,6,0,0.6950354609929078,0.6121013360825109,0.48484848484848486,0.6344984802431611,46.0,31.0,nan,nan,nan,0.3411695659160614,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,403.7203378677368,89,PASS
dsls,internal_fold,6,0,0.6950354609929078,0.6121013382246203,0.48484848484848486,0.6344984802431611,46.0,31.0,0.0,nan,nan,0.3411695659160614,779.9539794921875,661.0814208984375,564.6173706054688,0.04761229082942009,0.17647135257720947,1.255459189414978,3.76054543949067e-07,0.9999836087226868,0.019255493581295014,1.8894634246826172,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,403.7203378677368,89,PASS
csda,internal_fold,6,0,0.7016210739614995,0.6092858599127662,0.5428571428571428,0.6545086119554204,46.0,31.0,nan,28.0,nan,0.37326309084892273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206944.0,0.012111557647585869,0.033514805138111115,-0.005272150970995426,0.17655786871910095,0.0013132204301655294,7.895820140838623,0.14595311880111694,0.028551260009407997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,403.7203378677368,89,PASS
icdm,internal_fold,6,0,0.6950354609929078,0.6121013382246203,0.48484848484848486,0.6344984802431611,46.0,31.0,nan,nan,0.0,0.3411695659160614,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.5115132331848145,0.0,403.7203378677368,89,PASS
baseline,internal_fold,6,1,0.7137791286727457,0.6575229852101179,0.7358490566037736,0.6767983789260386,10.0,80.0,nan,nan,nan,0.5807763338088989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,473.88036608695984,89,PASS
dsls,internal_fold,6,1,0.7173252279635258,0.6580547754283194,0.7083333333333333,0.6831306990881459,10.0,80.0,149.0,nan,nan,0.47845107316970825,766.9879150390625,687.3541870117188,596.8112182617188,0.04805352911353111,-0.5115166902542114,1.3693772554397583,-5.515466749983489e-09,0.9999831914901733,0.019502469897270204,2.288785219192505,0.15166334807872772,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,473.88036608695984,89,PASS
csda,internal_fold,6,1,0.7163120567375887,0.6547874589384535,0.7115384615384615,0.6555217831813577,10.0,80.0,nan,53.0,nan,0.5794158577919006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,207232.0,0.022368550300598145,0.04329429194331169,-0.006941124796867371,0.22106824815273285,0.0014352088794112206,7.881473064422607,0.2860218286514282,0.05365105718374252,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,473.88036608695984,89,PASS
icdm,internal_fold,6,1,0.7137791286727457,0.6575229878450202,0.7358490566037736,0.6767983789260386,10.0,80.0,nan,nan,0.0,0.5807763338088989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.5261054039001465,0.0,473.88036608695984,89,PASS
baseline,internal_fold,6,2,0.7256728778467909,0.593158927227153,0.6,0.6418219461697723,32.0,42.0,nan,nan,nan,0.3670346736907959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,330.42936086654663,88,PASS
dsls,internal_fold,6,2,0.7256728778467909,0.5931589278442804,0.6,0.6418219461697723,32.0,42.0,0.0,nan,nan,0.3670346736907959,784.0745239257812,705.3196411132812,578.6415405273438,0.04945880174636841,-0.46445903182029724,1.3058518171310425,9.927840238788121e-08,0.9999833703041077,0.01839578151702881,2.0727322101593018,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,330.42936086654663,88,PASS
csda,internal_fold,6,2,0.734472049689441,0.5871719002375456,0.7663551401869158,0.7075569358178053,32.0,42.0,nan,46.0,nan,0.5615946650505066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206502.0,0.018448257818818092,0.03786453604698181,-0.005936102941632271,0.24480712413787842,0.0012921687215566636,7.902432441711426,0.25758063793182373,0.04678432643413544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,330.42936086654663,88,PASS
icdm,internal_fold,6,2,0.7256728778467909,0.5931589278442804,0.6,0.6418219461697723,32.0,42.0,nan,nan,0.0,0.3670346736907959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.567923545837402,0.0,330.42936086654663,88,PASS
baseline,internal_fold,6,3,0.6873706004140787,0.6295858440624901,0.6265060240963856,0.6516563146997929,36.0,17.0,nan,nan,nan,0.4389318525791168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,373.2531785964966,88,PASS
dsls,internal_fold,6,3,0.6873706004140787,0.6295858506612872,0.6265060240963856,0.6516563146997929,36.0,17.0,0.0,nan,nan,0.43893182277679443,755.4575805664062,684.0740356445312,583.093017578125,0.04631010442972183,0.20036661624908447,1.365425705909729,5.034116838942282e-07,0.9999836087226868,0.019343119859695435,2.1650443077087402,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,373.2531785964966,88,PASS
csda,internal_fold,6,3,0.6909937888198757,0.6313716528967257,0.6595744680851064,0.634575569358178,36.0,17.0,nan,74.0,nan,0.48890143632888794,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206632.0,0.04591831564903259,0.06360946595668793,-0.03398912772536278,0.3516320586204529,0.0013738032430410385,7.953464031219482,0.48406270146369934,0.12431850284337997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,373.2531785964966,88,PASS
icdm,internal_fold,6,3,0.6873706004140787,0.6295858506612872,0.6265060240963856,0.6516563146997929,36.0,17.0,nan,nan,0.0,0.43893182277679443,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.534338474273682,0.0,373.2531785964966,88,PASS
