method,scope,repeat,fold,auc,bce,f1,balanced_accuracy,selected_encoder_epoch,selected_classifier_epoch,selected_crsm_epoch,threshold_hc,n_experts,temperature,hc_centroid_norm,pca_unit_norm,pca_singular_value,sigma_margin,sigma_projection,symmetry_ratio,symmetry_scale,initial_delta_l2,expert_1_mean_mass,expert_2_mean_mass,expert_1_hard_fraction,expert_2_hard_fraction,responsibility_entropy,delta_weight_1_l2,delta_weight_2_l2,delta_weight_cosine,delta_bias_1,delta_bias_2,task_seconds,n_test,status
baseline,internal_oof,8,all,0.7243105183044812,0.6121053437753033,0.6318234610917538,0.6442326049379531,26.6,35.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,203.1520669221878,882,PASS
control_referenced_soft_multiboundary,internal_oof,8,all,0.723933851035835,0.612236336048278,0.6318234610917538,0.6442326049379531,26.6,35.8,0.2,nan,2.0,1.0,24.724610137939454,1.0,145.78009033203125,1.4921706199645997,7.195698881149292,0.009999999999999998,0.0021138764219358563,0.0029894727515056728,0.5014901906251907,0.4985098123550415,0.5151335269212722,0.48486646413803103,0.6930421888828278,0.004640998749528081,0.004487724287901074,-0.8034538805484772,-9.283036342822016e-06,-9.621983917895704e-06,203.15206077098847,882,PASS
baseline,caltech,8,external,0.6374269005847953,0.6714852259129095,0.6857142857142857,0.7046783625730995,25.0,47.0,nan,0.437092125415802,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,314.0469250679016,37,PASS
baseline,abide2,8,external,0.7328009828009828,0.6058950287347703,0.6905710491367861,0.6850353194103194,25.0,47.0,nan,0.437092125415802,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,314.0469250679016,727,PASS
control_referenced_soft_multiboundary,caltech,8,external,0.6374269005847953,0.6714465287190688,0.6857142857142857,0.7046783625730995,25.0,47.0,0.0,0.4370885193347931,2.0,1.0,23.120223999023438,1.0,153.2199249267578,1.7144845724105835,7.346500396728516,0.01,0.002333743264898658,0.003300411393865943,0.5008558034896851,0.49914419651031494,0.41361916065216064,0.5863808393478394,0.6930218935012817,0.002333743264898658,0.002333743264898658,-1.0000001192092896,0.0,0.0,314.04692125320435,37,PASS
control_referenced_soft_multiboundary,abide2,8,external,0.7328316953316953,0.6058925301600057,0.6905710491367861,0.6850353194103194,25.0,47.0,0.0,0.4370885193347931,2.0,1.0,23.120223999023438,1.0,153.2199249267578,1.7144845724105835,7.346500396728516,0.01,0.002333743264898658,0.003300411393865943,0.5008558034896851,0.49914419651031494,0.41361916065216064,0.5863808393478394,0.6930218935012817,0.002333743264898658,0.002333743264898658,-1.0000001192092896,0.0,0.0,314.04692125320435,727,PASS
baseline,internal_fold,9,0,0.6747720364741641,0.6442183785869783,0.55,0.6030901722391084,29.0,52.0,nan,0.39125367999076843,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256.2050292491913,89,PASS
control_referenced_soft_multiboundary,internal_fold,9,0,0.6747720364741641,0.6442306141638557,0.55,0.6030901722391084,29.0,52.0,0.0,0.39123889803886414,2.0,1.0,23.619556427001953,1.0,164.0999298095703,1.7742338180541992,8.605423927307129,0.01,0.00206176214851439,0.002915771910920739,0.4993608593940735,0.5006391406059265,0.5979228615760803,0.4020771384239197,0.6930158734321594,0.00206176214851439,0.00206176214851439,-1.0,0.0,0.0,256.2050259113312,89,PASS
baseline,internal_fold,9,1,0.7664640324214793,0.5718812144118438,0.7610619469026548,0.6836372847011145,45.0,59.0,nan,0.6199224591255188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,321.5065767765045,89,PASS
control_referenced_soft_multiboundary,internal_fold,9,1,0.7664640324214793,0.571872437245517,0.7610619469026548,0.6836372847011145,45.0,59.0,0.0,0.6199085116386414,2.0,1.0,24.189712524414062,1.0,143.22071838378906,2.010200262069702,6.245199203491211,0.01,0.003218792611733079,0.004552060272544622,0.503659188747406,0.4963407814502716,0.6335311532020569,0.3664688467979431,0.6929479241371155,0.003218792611733079,0.003218792611733079,-1.0,0.0,0.0,321.50657415390015,89,PASS
baseline,internal_fold,9,2,0.7060041407867496,0.6100343320836981,0.5194805194805194,0.5864389233954451,22.0,36.0,nan,0.3768163025379181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,440.15407037734985,88,PASS
control_referenced_soft_multiboundary,internal_fold,9,2,0.7060041407867496,0.6100338692513655,0.5194805194805194,0.5864389233954451,22.0,36.0,0.0,0.3768153488636017,2.0,1.0,23.935609817504883,1.0,149.63609313964844,1.4450111389160156,7.203536510467529,0.01,0.002005974529311061,0.002836876315996051,0.5017473101615906,0.4982527196407318,0.5267062187194824,0.4732937514781952,0.6930559277534485,0.002005974529311061,0.002005974529311061,-1.0,0.0,0.0,440.1540665626526,88,PASS
baseline,internal_fold,9,3,0.7137681159420289,0.6357223654827592,0.702127659574468,0.6801242236024845,19.0,45.0,nan,0.45988741517066956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,362.2744381427765,88,PASS
control_referenced_soft_multiboundary,internal_fold,9,3,0.7137681159420289,0.6357188187996784,0.702127659574468,0.6801242236024845,19.0,45.0,0.0,0.4598830044269562,2.0,1.0,24.28786849975586,1.0,148.9164276123047,1.7898188829421997,6.77974796295166,0.01,0.0026399490889161825,0.003733451943844557,0.5028080344200134,0.4971919655799866,0.5445103645324707,0.4554896056652069,0.6930063366889954,0.0026399490889161825,0.0026399490889161825,-1.0,0.0,0.0,362.2744357585907,88,PASS
baseline,internal_fold,9,4,0.708592132505176,0.6162909454201794,0.6,0.6418219461697723,21.0,41.0,nan,0.39423611760139465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,227.09654259681702,88,PASS
control_referenced_soft_multiboundary,internal_fold,9,4,0.7075569358178053,0.6162509215865941,0.6,0.6418219461697723,21.0,41.0,1.0,0.3874272406101227,2.0,1.0,23.572248458862305,0.9999999403953552,149.82080078125,1.5924826860427856,7.340785026550293,0.01,0.002169362735003233,0.0030679418705403805,0.5017834901809692,0.49821653962135315,0.48961424827575684,0.5103857517242432,0.6930263042449951,0.014211253263056278,0.01327684335410595,0.9259656667709351,-4.999953671358526e-05,-4.9999627663055435e-05,227.09653782844543,88,PASS
baseline,internal_fold,9,5,0.68188894654904,0.6234640450510535,0.7068965517241379,0.5947067981318112,2.0,41.0,nan,0.6056596040725708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,275.22941517829895,88,PASS
control_referenced_soft_multiboundary,internal_fold,9,5,0.6855215360664245,0.62215331546241,0.6956521739130435,0.5840685002594707,2.0,41.0,2.0,0.5961722135543823,2.0,1.0,34.30763244628906,1.0,147.6539764404297,1.338090181350708,6.7513813972473145,0.01,0.00198195013217628,0.0028029007371515036,0.5022505521774292,0.4977494478225708,0.6127596497535706,0.38724035024642944,0.693030834197998,0.02745940163731575,0.026566609740257263,0.9725329875946045,-9.76800438365899e-05,-9.843996667768806e-05,275.2294101715088,88,PASS
baseline,internal_fold,9,6,0.7529839128178516,0.582434348872263,0.7010309278350516,0.6665801764400623,32.0,30.0,nan,0.467308908700943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,230.42888641357422,88,PASS
control_referenced_soft_multiboundary,internal_fold,9,6,0.7529839128178516,0.582423758956321,0.7010309278350516,0.6665801764400623,32.0,30.0,0.0,0.46730443835258484,2.0,1.0,25.737350463867188,1.0,141.85113525390625,1.3731685876846313,6.0418171882629395,0.01,0.002272773999720812,0.0032141879200935364,0.5026817321777344,0.4973182678222656,0.6735904812812805,0.3264094889163971,0.6930390000343323,0.002272773999720812,0.002272773999720812,-1.0,0.0,0.0,230.42887043952942,88,PASS
baseline,internal_fold,9,7,0.7073170731707317,0.6243409123446303,0.6875000000000001,0.6559418785677218,41.0,23.0,nan,0.42267468571662903,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,433.62752652168274,88,PASS
control_referenced_soft_multiboundary,internal_fold,9,7,0.7073170731707317,0.624340122964447,0.6875000000000001,0.6559418785677218,41.0,23.0,0.0,0.42267313599586487,2.0,1.0,22.974388122558594,1.0,154.35580444335938,1.197462558746338,7.984034538269043,0.01,0.0014998213155195117,0.0021210676059126854,0.5006867051124573,0.4993132948875427,0.41246291995048523,0.5875371098518372,0.6930844187736511,0.0014998211991041899,0.0014998211991041899,-1.0000001192092896,0.0,0.0,433.62752056121826,88,PASS
baseline,internal_fold,9,8,0.7436429683445771,0.5834778804661724,0.6904761904761905,0.7109496626881162,18.0,31.0,nan,0.44066688418388367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,207.68945288658142,88,PASS
control_referenced_soft_multiboundary,internal_fold,9,8,0.7436429683445771,0.5834708012651327,0.6904761904761905,0.7109496626881162,18.0,31.0,0.0,0.44063013792037964,2.0,1.0,24.523767471313477,1.0,145.63137817382812,1.3247770071029663,6.542314529418945,0.01,0.002024936256930232,0.0028636923525482416,0.5021845698356628,0.49781540036201477,0.5875371098518372,0.41246291995048523,0.693062961101532,0.002024936256930232,0.002024936256930232,-1.0000001192092896,0.0,0.0,207.68944263458252,88,PASS
baseline,internal_fold,9,9,0.7130254281266217,0.6203848094669907,0.6990291262135921,0.6390762843798651,46.0,44.0,nan,0.5437381267547607,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,189.09786081314087,88,PASS
control_referenced_soft_multiboundary,internal_fold,9,9,0.7130254281266217,0.6203768691286518,0.6990291262135921,0.6390762843798651,46.0,44.0,0.0,0.5436809062957764,2.0,1.0,23.21656608581543,1.0,146.833984375,1.6650036573410034,7.766976356506348,0.01,0.0021436959505081177,0.0030316440388560295,0.4998547434806824,0.5001451969146729,0.6454005837440491,0.3545994162559509,0.6930292248725891,0.0021436959505081177,0.0021436959505081177,-1.0,0.0,0.0,189.09785532951355,88,PASS
baseline,internal_oof,9,all,0.7194396429400687,0.6112177233848265,0.6702127659574468,0.6468976548592658,27.5,40.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,294.3309798955917,882,PASS
control_referenced_soft_multiboundary,internal_oof,9,all,0.7195531591032224,0.6110802693740578,0.6687965921192758,0.6458269910477026,27.5,40.2,0.3,nan,2.0,1.0,25.036470031738283,0.9999999940395355,149.2020248413086,1.5510248780250548,7.126121664047242,0.009999999999999998,0.00220190187683329,0.0031139594968408344,0.5017017185688019,0.49829827547073363,0.572403559088707,0.4275964379310608,0.6930298805236816,0.005953836068511009,0.005771115887910128,-0.610150158405304,-1.4767958055017516e-05,-1.484395943407435e-05,294.33097393512725,882,PASS
baseline,caltech,9,external,0.6608187134502924,0.6466585767365389,0.631578947368421,0.6213450292397661,25.0,33.0,nan,0.48231637477874756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,217.37383723258972,37,PASS
baseline,abide2,9,external,0.7373080466830466,0.6002026345245061,0.7222914072229141,0.6906403562653562,25.0,33.0,nan,0.48231637477874756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,217.37383723258972,727,PASS
control_referenced_soft_multiboundary,caltech,9,external,0.6637426900584795,0.6457571035695072,0.631578947368421,0.6213450292397661,25.0,33.0,3.0,0.4846624732017517,2.0,1.0,23.12812042236328,1.0,157.9251251220703,1.3779373168945312,7.705532550811768,0.01,0.001788244117051363,0.00252895918674767,0.5001142024993896,0.49988576769828796,0.37452712655067444,0.625472903251648,0.6930354237556458,0.04034074768424034,0.0403408519923687,0.9833090305328369,-0.0001414368161931634,-0.00014098090468905866,217.37383341789246,37,PASS
control_referenced_soft_multiboundary,abide2,9,external,0.7368473587223587,0.5990113419532989,0.7323600973236009,0.6916538697788698,25.0,33.0,3.0,0.4846624732017517,2.0,1.0,23.12812042236328,1.0,157.9251251220703,1.3779373168945312,7.705532550811768,0.01,0.001788244117051363,0.00252895918674767,0.5001142024993896,0.49988576769828796,0.37452712655067444,0.625472903251648,0.6930354237556458,0.04034074768424034,0.0403408519923687,0.9833090305328369,-0.0001414368161931634,-0.00014098090468905866,217.37383341789246,727,PASS
