method,scope,repeat,fold,auc,bce,f1,balanced_accuracy,selected_encoder_epoch,selected_classifier_epoch,selected_crsm_epoch,threshold_hc,n_experts,temperature,hc_centroid_norm,pca_unit_norm,pca_singular_value,sigma_margin,sigma_projection,symmetry_ratio,symmetry_scale,initial_delta_l2,expert_1_mean_mass,expert_2_mean_mass,expert_1_hard_fraction,expert_2_hard_fraction,responsibility_entropy,delta_weight_1_l2,delta_weight_2_l2,delta_weight_cosine,delta_bias_1,delta_bias_2,task_seconds,n_test,status
baseline,internal_fold,0,0,0.7370820668693009,0.5938375854871435,0.5882352941176471,0.6111955420466059,31.0,24.0,nan,0.4498368501663208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,214.93388414382935,89,PASS
control_referenced_soft_multiboundary,internal_fold,0,0,0.7370820668693009,0.5938270904306926,0.5882352941176471,0.6111955420466059,31.0,24.0,0.0,0.44983381032943726,2.0,1.0,23.18095588684082,1.0,149.9065399169922,1.184387445449829,7.743921279907227,0.01,0.0015294414479285479,0.0021629570983350277,0.5006985664367676,0.4993014335632324,0.40059345960617065,0.5994065403938293,0.6930902004241943,0.0015294414479285479,0.0015294414479285479,-1.0000001192092896,0.0,0.0,214.9338812828064,89,PASS
baseline,internal_fold,0,1,0.7396149949341438,0.6159775661061893,0.6666666666666666,0.6775582573454915,17.0,11.0,nan,0.43212977051734924,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,223.57697057724,89,PASS
control_referenced_soft_multiboundary,internal_fold,0,1,0.743161094224924,0.6137709182430204,0.651685393258427,0.6537487335359675,17.0,11.0,3.0,0.41306814551353455,2.0,1.0,26.29591178894043,1.0,148.12722778320312,0.7218468189239502,7.572860240936279,0.01,0.0009532023104839027,0.001348031684756279,0.5006119608879089,0.49938806891441345,0.4228486716747284,0.577151358127594,0.6931169033050537,0.04048488289117813,0.0402931272983551,0.9941089749336243,-0.00014879454101901501,-0.00014887111319694668,223.57693338394165,89,PASS
baseline,internal_fold,0,2,0.7707039337474121,0.5923751522621378,0.7450980392156864,0.6987577639751552,40.0,64.0,nan,0.5157937407493591,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,228.06192135810852,88,PASS
control_referenced_soft_multiboundary,internal_fold,0,2,0.7707039337474121,0.592399027791785,0.7450980392156864,0.6987577639751552,40.0,64.0,0.0,0.5157914757728577,2.0,1.0,23.860328674316406,1.0,137.3607177734375,1.9875158071517944,6.262929439544678,0.01,0.003173460252583027,0.004487950354814529,0.5030997395515442,0.4969002306461334,0.5875371098518372,0.41246291995048523,0.6929746866226196,0.003173460252583027,0.003173460252583027,-1.0,0.0,0.0,228.06191849708557,88,PASS
baseline,internal_fold,0,3,0.7536231884057971,0.5900732205483916,0.5428571428571429,0.6469979296066253,36.0,48.0,nan,0.34452205896377563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,207.3625829219818,88,PASS
control_referenced_soft_multiboundary,internal_fold,0,3,0.7536231884057971,0.5900817729655903,0.5428571428571429,0.6469979296066253,36.0,48.0,0.0,0.34450843930244446,2.0,1.0,23.177982330322266,1.0,159.58457946777344,1.816084384918213,8.420548439025879,0.01,0.002156729344278574,0.003050076076760888,0.5003730654716492,0.49962690472602844,0.33679524064064026,0.6632047295570374,0.693013072013855,0.002156729344278574,0.002156729344278574,-1.0000001192092896,0.0,0.0,207.36258125305176,88,PASS
baseline,internal_fold,0,4,0.6314699792960663,0.683777258108501,0.6538461538461539,0.5838509316770186,23.0,49.0,nan,0.548521101474762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,206.08785843849182,88,PASS
control_referenced_soft_multiboundary,internal_fold,0,4,0.6314699792960663,0.6837727451747273,0.6538461538461539,0.5838509316770186,23.0,49.0,0.0,0.5485161542892456,2.0,1.0,24.118783950805664,1.0,132.82846069335938,1.863412857055664,7.010910987854004,0.01,0.002657875418663025,0.0037588034756481647,0.5003659129142761,0.4996340572834015,0.6364985108375549,0.36350148916244507,0.6930012106895447,0.002657875418663025,0.002657875418663025,-1.0,0.0,0.0,206.08785271644592,88,PASS
baseline,internal_fold,0,5,0.7171769590036325,0.6242876248857296,0.6666666666666666,0.6743642968344576,42.0,44.0,nan,0.3842136859893799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,218.13160705566406,88,PASS
control_referenced_soft_multiboundary,internal_fold,0,5,0.7171769590036325,0.6242873351679056,0.6666666666666666,0.6743642968344576,42.0,44.0,0.0,0.3842129707336426,2.0,1.0,22.96199607849121,1.0,149.37498474121094,1.6910083293914795,7.509489059448242,0.01,0.0022518287878483534,0.0031845669727772474,0.5014724135398865,0.4985275864601135,0.461424320936203,0.5385756492614746,0.6930134296417236,0.0022518287878483534,0.0022518287878483534,-1.0,0.0,0.0,218.13160371780396,88,PASS
baseline,internal_fold,0,6,0.7348209652309289,0.6045717168188092,0.6666666666666666,0.6606123508043591,34.0,26.0,nan,0.40744638442993164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,205.0554084777832,88,PASS
control_referenced_soft_multiboundary,internal_fold,0,6,0.7343020238713025,0.6045784820868628,0.6666666666666666,0.6606123508043591,34.0,26.0,0.0,0.4074421525001526,2.0,1.0,23.120166778564453,1.0,152.33627319335938,1.2468235492706299,8.058292388916016,0.01,0.0015472553204745054,0.0021881493739783764,0.4998927712440491,0.5001072287559509,0.320474773645401,0.6795251965522766,0.6930821537971497,0.0015472554368898273,0.0015472554368898273,-1.0,0.0,0.0,205.05540561676025,88,PASS
baseline,internal_fold,0,7,0.7270368448365335,0.6167901365191895,0.6981132075471698,0.6253243383497665,44.0,44.0,nan,0.6015158295631409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,197.21311378479004,88,PASS
control_referenced_soft_multiboundary,internal_fold,0,7,0.7270368448365335,0.6167868392340715,0.6981132075471698,0.6253243383497665,44.0,44.0,0.0,0.6015156507492065,2.0,1.0,23.360881805419922,1.0,153.43789672851562,1.6203577518463135,7.6492133140563965,0.01,0.0021183325443416834,0.0029957746155560017,0.5015285015106201,0.4984714984893799,0.47032639384269714,0.5296735763549805,0.6930313110351562,0.0021183325443416834,0.0021183325443416834,-1.0000001192092896,0.0,0.0,197.2131109237671,88,PASS
baseline,internal_fold,0,8,0.773741567202906,0.5794232681216692,0.7422680412371133,0.7122470160871821,47.0,35.0,nan,0.47947537899017334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,196.23286652565002,88,PASS
control_referenced_soft_multiboundary,internal_fold,0,8,0.773741567202906,0.5794160220092739,0.7422680412371133,0.7122470160871821,47.0,35.0,0.0,0.479472815990448,2.0,1.0,23.079364776611328,1.0,147.80618286132812,1.527974009513855,6.457139492034912,0.01,0.00236633257009089,0.003346499754115939,0.5027663707733154,0.4972335696220398,0.6290801167488098,0.3709198832511902,0.6930201649665833,0.00236633257009089,0.00236633257009089,-1.0,0.0,0.0,196.23286318778992,88,PASS
baseline,internal_fold,0,9,0.6611312921639855,0.666852787291443,0.6136363636363638,0.6165023352361183,21.0,52.0,nan,0.4353473484516144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,203.2348277568817,88,PASS
control_referenced_soft_multiboundary,internal_fold,0,9,0.6611312921639855,0.6668681931395082,0.6136363636363638,0.6165023352361183,21.0,52.0,0.0,0.4353046417236328,2.0,1.0,23.56732940673828,1.0,136.54640197753906,1.9025859832763672,7.218645095825195,0.01,0.002635654993355274,0.003727379022166133,0.5002408623695374,0.49975910782814026,0.5890207886695862,0.4109792113304138,0.693001925945282,0.002635654993355274,0.002635654993355274,-1.0,0.0,0.0,203.23482465744019,88,PASS
baseline,internal_oof,0,all,0.7210443487010139,0.6167696723046749,0.6637554585152838,0.6507830035344806,33.5,39.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,209.98910410404204,882,PASS
control_referenced_soft_multiboundary,internal_oof,0,all,0.7217460849823276,0.6165498633992019,0.6623093681917211,0.6483733649802637,33.5,39.7,0.3,nan,2.0,1.0,23.672370147705077,1.0,146.73092651367188,1.5561996936798095,7.390394973754883,0.009999999999999998,0.002139011299004778,0.0030250188428908587,0.5011050164699554,0.4988949686288834,0.48545993864536285,0.5145400553941727,0.6930345058441162,0.006092179368715733,0.00607300380943343,-0.8005891382694245,-1.4879454101901502e-05,-1.4887111319694668e-05,209.98909752368928,882,PASS
baseline,caltech,0,external,0.7485380116959064,0.5869804846177699,0.6060606060606061,0.652046783625731,1.0,37.0,nan,0.3713645935058594,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,422.23010206222534,37,PASS
baseline,abide2,0,external,0.7198095823095823,0.6129383699331846,0.5937031484257872,0.6463682432432433,1.0,37.0,nan,0.3713645935058594,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,422.23010206222534,727,PASS
control_referenced_soft_multiboundary,caltech,0,external,0.7485380116959065,0.5861423983039777,0.5806451612903226,0.6535087719298246,1.0,37.0,7.0,0.33244821429252625,2.0,1.0,35.54576110839844,1.0,186.35435485839844,1.4871180057525635,8.548585891723633,0.01,0.0017396070761606097,0.0024601758923381567,0.5024129748344421,0.49758702516555786,0.45018914341926575,0.5498108267784119,0.6928446292877197,0.092048779129982,0.09160906076431274,0.9861987829208374,-0.0003306540020275861,-0.0003337522502988577,422.23009848594666,37,PASS
control_referenced_soft_multiboundary,abide2,0,external,0.7207923832923833,0.6118771628625225,0.5830815709969789,0.6402257371007372,1.0,37.0,7.0,0.33244821429252625,2.0,1.0,35.54576110839844,1.0,186.35435485839844,1.4871180057525635,8.548585891723633,0.01,0.0017396070761606097,0.0024601758923381567,0.5024129748344421,0.49758702516555786,0.45018914341926575,0.5498108267784119,0.6928446292877197,0.092048779129982,0.09160906076431274,0.9861987829208374,-0.0003306540020275861,-0.0003337522502988577,422.23009848594666,727,PASS
baseline,internal_fold,1,0,0.767983789260385,0.5849626120909593,0.6444444444444444,0.6418439716312057,30.0,17.0,nan,0.4776766896247864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256.2619197368622,89,PASS
control_referenced_soft_multiboundary,internal_fold,1,0,0.767983789260385,0.5849618564520752,0.6444444444444444,0.6418439716312057,30.0,17.0,0.0,0.47767373919487,2.0,1.0,23.069883346557617,1.0,133.74867248535156,0.922029435634613,5.454942226409912,0.01,0.0016902642091736197,0.0023903946857899427,0.5020191669464111,0.4979808032512665,0.6602373719215393,0.3397625982761383,0.6930962800979614,0.0016902643255889416,0.0016902643255889416,-1.0,0.0,0.0,256.2619171142578,89,PASS
baseline,internal_fold,1,1,0.8252279635258359,0.5550349052411415,0.6027397260273972,0.6864235055724417,49.0,22.0,nan,0.3688516914844513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,317.97364616394043,89,PASS
control_referenced_soft_multiboundary,internal_fold,1,1,0.8252279635258359,0.5550335150957507,0.6027397260273972,0.6864235055724417,49.0,22.0,0.0,0.3688417077064514,2.0,1.0,23.14270782470703,1.0,149.95249938964844,1.1515750885009766,7.086864948272705,0.01,0.0016249428736045957,0.002298016333952546,0.5015368461608887,0.49846315383911133,0.5296735763549805,0.47032639384269714,0.6930876970291138,0.0016249429900199175,0.0016249429900199175,-0.9999998807907104,0.0,0.0,317.9736416339874,89,PASS
baseline,internal_fold,1,2,0.7665631469979296,0.5830276245191075,0.6956521739130435,0.681159420289855,10.0,88.0,nan,0.4835377335548401,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,430.463574886322,88,PASS
control_referenced_soft_multiboundary,internal_fold,1,2,0.7665631469979296,0.5830434966142289,0.6956521739130435,0.681159420289855,10.0,88.0,0.0,0.4835367202758789,2.0,1.0,26.52808952331543,1.0,127.55536651611328,2.282564878463745,6.079110145568848,0.01,0.003754768054932356,0.0053100441582500935,0.5029186606407166,0.49708136916160583,0.6364985108375549,0.36350148916244507,0.6928603053092957,0.003754768054932356,0.003754768054932356,-1.0,0.0,0.0,430.4635715484619,88,PASS
baseline,internal_fold,1,3,0.7132505175983437,0.6184107068659643,0.6190476190476191,0.639751552795031,48.0,35.0,nan,0.35924801230430603,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,373.13159799575806,88,PASS
control_referenced_soft_multiboundary,internal_fold,1,3,0.7132505175983437,0.6184282726998475,0.6190476190476191,0.639751552795031,48.0,35.0,0.0,0.35923030972480774,2.0,1.0,22.846115112304688,1.0,142.98985290527344,1.4830043315887451,7.280796051025391,0.01,0.0020368709228932858,0.002880570711567998,0.5011141896247864,0.49888578057289124,0.6750741600990295,0.32492581009864807,0.69305020570755,0.0020368711557239294,0.0020368711557239294,-0.9999998807907104,0.0,0.0,373.13159465789795,88,PASS
baseline,internal_fold,1,4,0.6433747412008282,0.6823443920392817,0.6607142857142857,0.556935817805383,42.0,31.0,nan,0.6299737691879272,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,225.0637490749359,88,PASS
control_referenced_soft_multiboundary,internal_fold,1,4,0.6433747412008282,0.6823433658013278,0.6607142857142857,0.556935817805383,42.0,31.0,0.0,0.6299691796302795,2.0,1.0,24.730525970458984,1.0,149.85708618164062,1.4073710441589355,7.701788902282715,0.01,0.0018273299792781472,0.0025842348113656044,0.5009158253669739,0.4990842044353485,0.39465874433517456,0.6053412556648254,0.6930683851242065,0.0018273299792781472,0.0018273299792781472,-1.0,0.0,0.0,225.0637445449829,88,PASS
baseline,internal_fold,1,5,0.7000518941359626,0.6293109573809402,0.6938775510204082,0.6543850544888428,43.0,49.0,nan,0.49251240491867065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,300.66816091537476,88,PASS
control_referenced_soft_multiboundary,internal_fold,1,5,0.7000518941359626,0.6303789712669462,0.6938775510204082,0.6543850544888428,43.0,49.0,1.0,0.48694923520088196,2.0,1.0,23.315351486206055,1.0,134.10791015625,1.819990634918213,6.602880954742432,0.01,0.0027563583571463823,0.0038980792742222548,0.5019236207008362,0.49807634949684143,0.7017804384231567,0.29821959137916565,0.6929853558540344,0.014405369758605957,0.013280117884278297,0.8986376523971558,-4.998895383323543e-05,-4.999857992515899e-05,300.6681582927704,88,PASS
baseline,internal_fold,1,6,0.694862480539699,0.6184062983188545,0.6804123711340208,0.6437467566165023,46.0,51.0,nan,0.5208674669265747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,264.4300570487976,88,PASS
control_referenced_soft_multiboundary,internal_fold,1,6,0.694862480539699,0.6183958039036442,0.6804123711340208,0.6437467566165023,46.0,51.0,0.0,0.5208662152290344,2.0,1.0,22.83362579345703,1.0,149.4153289794922,1.8596017360687256,7.904255390167236,0.01,0.002352659124881029,0.0033271624706685543,0.5001512765884399,0.49984872341156006,0.6602373719215393,0.3397625982761383,0.6930018663406372,0.002352659124881029,0.002352659124881029,-1.0,0.0,0.0,264.43005418777466,88,PASS
baseline,internal_fold,1,7,0.677737415672029,0.6419257053986314,0.380952380952381,0.5788790866632071,13.0,8.0,nan,0.36402395367622375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,404.8414354324341,88,PASS
control_referenced_soft_multiboundary,internal_fold,1,7,0.677737415672029,0.641924863514749,0.380952380952381,0.5788790866632071,13.0,8.0,0.0,0.36402222514152527,2.0,1.0,27.12297248840332,1.0,147.0408172607422,0.5813724398612976,6.417588233947754,0.01,0.000905904860701412,0.001281142933294177,0.5010559558868408,0.4989440143108368,0.6305637955665588,0.36943620443344116,0.6931298971176147,0.000905904860701412,0.000905904860701412,-1.0,0.0,0.0,404.8414309024811,88,PASS
baseline,internal_fold,1,8,0.7187337830825117,0.6185797033560386,0.7254901960784313,0.6741048261546445,47.0,50.0,nan,0.5008155703544617,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,199.28494834899902,88,PASS
control_referenced_soft_multiboundary,internal_fold,1,8,0.7187337830825117,0.6185943371769969,0.7254901960784313,0.6741048261546445,47.0,50.0,0.0,0.5008070468902588,2.0,1.0,22.867238998413086,1.0,153.3953399658203,1.8126592636108398,7.723562717437744,0.01,0.0023469210136681795,0.0033190473914146423,0.501552939414978,0.4984470307826996,0.43768545985221863,0.562314510345459,0.6930137276649475,0.0023469210136681795,0.0023469210136681795,-1.0,0.0,0.0,199.28494262695312,88,PASS
baseline,internal_fold,1,9,0.7913855734302023,0.5718953460994863,0.7422680412371133,0.7122470160871821,34.0,17.0,nan,0.5146754384040833,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,195.19774317741394,88,PASS
control_referenced_soft_multiboundary,internal_fold,1,9,0.7913855734302023,0.5718949157937434,0.7422680412371133,0.7122470160871821,34.0,17.0,0.0,0.5146744847297668,2.0,1.0,23.304338455200195,1.0,124.87903594970703,0.9455721974372864,6.538914203643799,0.01,0.0014460691018030047,0.00204505049623549,0.5003684163093567,0.4996315538883209,0.5712166428565979,0.4287833869457245,0.6931111812591553,0.001446068985387683,0.001446068985387683,-1.0000001192092896,0.0,0.0,195.1977415084839,88,PASS
baseline,internal_oof,1,all,0.724867779469054,0.6102982354111653,0.656387665198238,0.6467686592193185,36.2,36.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,296.7316832780838,882,PASS
control_referenced_soft_multiboundary,internal_oof,1,all,0.7249451768530223,0.6104080979859945,0.656387665198238,0.6467686592193185,36.2,36.8,0.1,nan,2.0,1.0,23.976084899902343,1.0,141.2941909790039,1.4265741050243377,6.879070377349853,0.009999999999999998,0.0020742088498082014,0.0029333743266761305,0.5013556897640228,0.4986442983150482,0.589762607216835,0.4102373838424683,0.6930404901504517,0.003239110024878755,0.0031265848374459893,-0.8101362228393555,-4.9988953833235424e-06,-4.999857992515899e-06,296.7316797018051,882,PASS
baseline,caltech,1,external,0.5877192982456141,0.674205818402712,0.5,0.5146198830409356,29.0,22.0,nan,0.4978829324245453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,214.7087540626526,37,PASS
baseline,abide2,1,external,0.7409705159705159,0.6043234823434568,0.737094837935174,0.6912123771498772,29.0,22.0,nan,0.4978829324245453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,214.7087540626526,727,PASS
control_referenced_soft_multiboundary,caltech,1,external,0.5877192982456141,0.6741919317660334,0.5,0.5146198830409356,29.0,22.0,0.0,0.4978782832622528,2.0,1.0,23.05534553527832,1.0,175.12388610839844,1.1025856733322144,8.49486255645752,0.01,0.0012979439925402403,0.0018355699721723795,0.5003178715705872,0.49968215823173523,0.3833543658256531,0.6166456341743469,0.693095862865448,0.0012979439925402403,0.0012979439925402403,-1.0000001192092896,0.0,0.0,214.70874977111816,37,PASS
control_referenced_soft_multiboundary,abide2,1,external,0.7409781941031942,0.6043227309273583,0.737094837935174,0.6912123771498772,29.0,22.0,0.0,0.4978782832622528,2.0,1.0,23.05534553527832,1.0,175.12388610839844,1.1025856733322144,8.49486255645752,0.01,0.0012979439925402403,0.0018355699721723795,0.5003178715705872,0.49968215823173523,0.3833543658256531,0.6166456341743469,0.693095862865448,0.0012979439925402403,0.0012979439925402403,-1.0000001192092896,0.0,0.0,214.70874977111816,727,PASS
baseline,internal_fold,2,0,0.7299898682877406,0.6013261240523273,0.68,0.6355116514690984,33.0,34.0,nan,0.5143560767173767,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,214.8885633945465,89,PASS
control_referenced_soft_multiboundary,internal_fold,2,0,0.7325227963525835,0.600564523540632,0.7102803738317757,0.6423505572441742,33.0,34.0,1.0,0.5532233715057373,2.0,1.0,23.198020935058594,1.0,130.79928588867188,1.4003732204437256,5.438662528991699,0.01,0.0025748484767973423,0.0036413855850696564,0.5029994249343872,0.4970005750656128,0.6691394448280334,0.33086052536964417,0.6930240392684937,0.01454573031514883,0.013056114315986633,0.9125953912734985,-4.999973316444084e-05,-4.999979864805937e-05,214.8885531425476,89,PASS
baseline,internal_fold,2,1,0.815096251266464,0.5390169651812324,0.7311827956989247,0.7188449848024316,21.0,53.0,nan,0.4429536759853363,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,219.68534636497498,89,PASS
control_referenced_soft_multiboundary,internal_fold,2,1,0.815096251266464,0.5390339996966474,0.7311827956989247,0.7188449848024316,21.0,53.0,0.0,0.44295036792755127,2.0,1.0,23.82695198059082,1.0,154.00494384765625,1.8291438817977905,8.023612022399902,0.01,0.0022797011770308018,0.0032239845022559166,0.5008642077445984,0.499135822057724,0.39465874433517456,0.6053412556648254,0.6930118203163147,0.0022797014098614454,0.0022797014098614454,-0.9999998807907104,0.0,0.0,219.68534064292908,89,PASS
baseline,internal_fold,2,2,0.69824016563147,0.6520988554902353,0.6788990825688073,0.5926501035196687,36.0,33.0,nan,0.5244354009628296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,224.25437569618225,88,PASS
control_referenced_soft_multiboundary,internal_fold,2,2,0.69824016563147,0.6521014813738538,0.6788990825688073,0.5926501035196687,36.0,33.0,0.0,0.5244353413581848,2.0,1.0,25.21592140197754,1.0,158.6761932373047,1.570912480354309,7.2246246337890625,0.01,0.002174386288970709,0.0030750466976314783,0.5024643540382385,0.4975356459617615,0.5919881463050842,0.40801185369491577,0.6930345296859741,0.002174386288970709,0.002174386288970709,-1.0,0.0,0.0,224.25437140464783,88,PASS
baseline,internal_fold,2,3,0.7810559006211181,0.5870085215017503,0.6493506493506493,0.7003105590062111,37.0,21.0,nan,0.4237811267375946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,213.10783696174622,88,PASS
control_referenced_soft_multiboundary,internal_fold,2,3,0.7810559006211181,0.5870120316954733,0.6493506493506493,0.7003105590062111,37.0,21.0,0.0,0.4237796366214752,2.0,1.0,22.914466857910156,1.0,139.57241821289062,1.0194014310836792,7.208154201507568,0.01,0.001414233585819602,0.0020000285003334284,0.5006049871444702,0.4993949830532074,0.6706231236457825,0.32937684655189514,0.6931057572364807,0.0014142337022349238,0.0014142337022349238,-0.9999998807907104,0.0,0.0,213.10783100128174,88,PASS
baseline,internal_fold,2,4,0.7153209109730849,0.6055694901766985,0.6315789473684211,0.6894409937888198,12.0,17.0,nan,0.3990447223186493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,218.85094237327576,88,PASS
control_referenced_soft_multiboundary,internal_fold,2,4,0.7225672877846792,0.6021736406323472,0.6315789473684211,0.6894409937888198,12.0,17.0,3.0,0.3853286802768707,2.0,1.0,27.491586685180664,1.0,150.29412841796875,1.005717158317566,7.092040061950684,0.01,0.0014180928701534867,0.0020054862834513187,0.501551628112793,0.49844834208488464,0.5207715034484863,0.47922849655151367,0.6930873394012451,0.040601328015327454,0.040167223662137985,0.9899197816848755,-0.0001424471556674689,-0.00014407845446839929,218.8509385585785,88,PASS
baseline,internal_fold,2,5,0.755059678256357,0.5939618093409561,0.6868686868686869,0.6421899325376232,14.0,21.0,nan,0.4980626106262207,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,216.0693175792694,88,PASS
control_referenced_soft_multiboundary,internal_fold,2,5,0.755059678256357,0.5939570809289543,0.6868686868686869,0.6421899325376232,14.0,21.0,0.0,0.4980558454990387,2.0,1.0,26.142833709716797,1.0,146.48513793945312,1.1648211479187012,7.536144256591797,0.01,0.0015456461114808917,0.002185873920097947,0.5007445812225342,0.49925538897514343,0.4169139564037323,0.5830860733985901,0.6930983066558838,0.0015456462278962135,0.0015456462278962135,-1.0,0.0,0.0,216.0693130493164,88,PASS
baseline,internal_fold,2,6,0.7052413077322263,0.6221718826677919,0.7,0.6528282304099637,40.0,23.0,nan,0.5025133490562439,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,211.6763050556183,88,PASS
control_referenced_soft_multiboundary,internal_fold,2,6,0.707836014530358,0.6215775785088653,0.7,0.6528282304099637,40.0,23.0,1.0,0.49878475069999695,2.0,1.0,24.710941314697266,1.0,140.85592651367188,1.2179715633392334,6.533795356750488,0.01,0.0018641103524714708,0.0026362501084804535,0.5018346905708313,0.4981652796268463,0.5845697522163391,0.4154302775859833,0.6930753588676453,0.014068450778722763,0.013316825032234192,0.9481227397918701,-4.999943121219985e-05,-4.999962402507663e-05,211.67629671096802,88,PASS
baseline,internal_fold,2,7,0.6979761286974572,0.6217426736783644,0.6666666666666666,0.6743642968344576,32.0,26.0,nan,0.4377392828464508,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.56148290634155,88,PASS
control_referenced_soft_multiboundary,internal_fold,2,7,0.6979761286974572,0.621741199264958,0.6666666666666666,0.6743642968344576,32.0,26.0,0.0,0.43772831559181213,2.0,1.0,25.092262268066406,1.0,133.47544860839844,1.1673542261123657,6.414334774017334,0.01,0.001819914672523737,0.0025737478863447905,0.5014265179634094,0.4985734522342682,0.6557863354682922,0.3442136347293854,0.6930780410766602,0.001819914672523737,0.001819914672523737,-1.0,0.0,0.0,200.56147360801697,88,PASS
baseline,internal_fold,2,8,0.7000518941359626,0.6202468318080303,0.6363636363636364,0.6393357550596783,27.0,21.0,nan,0.4427461624145508,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,193.52949953079224,88,PASS
control_referenced_soft_multiboundary,internal_fold,2,8,0.7000518941359626,0.6202457490208849,0.6363636363636364,0.6393357550596783,27.0,21.0,0.0,0.44272443652153015,2.0,1.0,23.43276596069336,1.0,149.84735107421875,1.0704305171966553,7.879665851593018,0.01,0.0013584719272330403,0.0019211693434044719,0.5003229379653931,0.49967703223228455,0.36795252561569214,0.6320474743843079,0.6930955052375793,0.0013584719272330403,0.0013584719272330403,-1.0,0.0,0.0,193.52949619293213,88,PASS
baseline,internal_fold,2,9,0.6481577581733264,0.6525151414394075,0.6153846153846154,0.6027503892060198,30.0,19.0,nan,0.4860939681529999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.46158003807068,88,PASS
