method,scope,repeat,fold,auc,bce,f1,balanced_accuracy,selected_encoder_epoch,selected_classifier_epoch,selected_residual_epoch,threshold_hc,n_modules,meta_dim,module_size_min,module_size_mean,module_size_max,singleton_modules,empty_meta_bins,affinity_mean,affinity_std,affinity_max,residual_head_l2,task_seconds,n_test,status
baseline,internal_fold,1,1,0.8242147922998988,0.5552077309709049,0.6111111111111112,0.6983282674772037,49.0,22.0,nan,0.3678511381149292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,291.5893590450287,89,PASS
consensus_highorder_residual,internal_fold,1,1,0.8242147922998988,0.5552077307189226,0.6111111111111112,0.6983282674772037,49.0,22.0,0.0,0.3678511381149292,32.0,528.0,4.0,12.0,21.0,0.0,0.0,0.16876025930595373,0.04298117309761459,0.804016649723053,0.0,291.58935832977295,89,PASS
baseline,internal_fold,1,2,0.7660455486542443,0.5834412398858745,0.6966292134831461,0.6940993788819876,10.0,89.0,nan,0.4675859212875366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,406.1108329296112,88,PASS
consensus_highorder_residual,internal_fold,1,2,0.7696687370600414,0.5814829393470888,0.6233766233766235,0.677536231884058,10.0,89.0,149.0,0.32259440422058105,32.0,528.0,7.0,12.0,24.0,0.0,0.0,0.16698219169900258,0.048455763619262675,0.8005454540252686,0.15470588207244873,406.1108319759369,88,PASS
baseline,internal_fold,1,3,0.7132505175983437,0.6184160123008078,0.6981132075471699,0.6283643892339544,48.0,41.0,nan,0.5021743774414062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,344.66586446762085,88,PASS
consensus_highorder_residual,internal_fold,1,3,0.7132505175983437,0.618416013791578,0.6981132075471699,0.6283643892339544,48.0,41.0,0.0,0.5021743774414062,32.0,528.0,4.0,12.0,21.0,0.0,0.0,0.16605909186430776,0.041465720937936455,0.813380777835846,0.0,344.66586232185364,88,PASS
baseline,internal_fold,1,4,0.6428571428571429,0.6822499626252231,0.6607142857142857,0.556935817805383,42.0,31.0,nan,0.6294766664505005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,365.06913590431213,88,PASS
consensus_highorder_residual,internal_fold,1,4,0.6428571428571429,0.6822499584626117,0.6607142857142857,0.556935817805383,42.0,31.0,0.0,0.6294766664505005,32.0,528.0,4.0,12.0,24.0,0.0,0.0,0.1663729663618319,0.0483868299607199,0.9771438837051392,0.0,365.0691337585449,88,PASS
baseline,internal_fold,1,5,0.7026466009340944,0.6289676807215293,0.6938775510204082,0.6543850544888428,43.0,49.0,nan,0.4920850992202759,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,250.32808184623718,88,PASS
consensus_highorder_residual,internal_fold,1,5,0.700570835495589,0.6305393790570841,0.6938775510204082,0.6543850544888428,43.0,49.0,17.0,0.490782231092453,32.0,528.0,5.0,12.0,25.0,0.0,0.0,0.167563645531303,0.0433248760467503,0.7980066537857056,0.01926080882549286,250.32808136940002,88,PASS
baseline,internal_fold,1,6,0.69330565646082,0.6204131705348059,0.6804123711340208,0.6437467566165023,46.0,51.0,nan,0.5112757086753845,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,287.15028142929077,88,PASS
consensus_highorder_residual,internal_fold,1,6,0.69330565646082,0.6204131668505791,0.6804123711340208,0.6437467566165023,46.0,51.0,0.0,0.5112757086753845,32.0,528.0,4.0,12.0,27.0,0.0,0.0,0.1712936594012559,0.040167831902164865,0.786087691783905,0.0,287.1502809524536,88,PASS
baseline,internal_fold,1,7,0.6782563570316554,0.6419891860896947,0.380952380952381,0.5788790866632071,13.0,8.0,nan,0.3638139069080353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,336.0925040245056,88,PASS
consensus_highorder_residual,internal_fold,1,7,0.6818889465490399,0.6335184325334429,0.5277777777777778,0.628956927867151,13.0,8.0,149.0,0.401802659034729,32.0,528.0,6.0,12.0,23.0,0.0,0.0,0.18438390432299723,0.048667077616565496,0.7993746995925903,0.1543789505958557,336.0925033092499,88,PASS
baseline,internal_fold,1,8,0.7218474312402698,0.6176488167267364,0.737864077669903,0.684743124026985,47.0,50.0,nan,0.5028286576271057,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,202.98133754730225,88,PASS
consensus_highorder_residual,internal_fold,1,8,0.7176959003632589,0.6195959392644355,0.737864077669903,0.684743124026985,47.0,50.0,16.0,0.5140324234962463,32.0,528.0,3.0,12.0,24.0,0.0,0.0,0.16879549389659468,0.043066695685166745,0.9763250350952148,0.018090007826685905,202.9813358783722,88,PASS
baseline,internal_fold,1,9,0.7913855734302024,0.5715791560085047,0.7422680412371133,0.7122470160871821,34.0,17.0,nan,0.5145534873008728,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,244.8212411403656,88,PASS
consensus_highorder_residual,internal_fold,1,9,0.7913855734302024,0.5715791541389463,0.7422680412371133,0.7122470160871821,34.0,17.0,0.0,0.5145534873008728,32.0,528.0,5.0,12.0,27.0,0.0,0.0,0.16746697412682998,0.04283081694367862,0.775726318359375,0.0,244.82124018669128,88,PASS
baseline,internal_oof,1,all,0.7250999716209593,0.6103695047298685,0.6666666666666666,0.6489074069296458,36.2,37.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882,PASS
consensus_highorder_residual,internal_oof,1,all,0.7260029411005908,0.6095161343937535,0.6695557963163598,0.6537266840380795,36.2,37.5,36.1,nan,32.0,528.0,4.4,12.0,24.0,0.0,0.0,0.1695495591644101,0.04415538192721491,0.8307878077030182,0.03802012111991644,nan,882,PASS
baseline,caltech,1,external,0.5906432748538012,0.6737309061841255,0.5,0.5146198830409356,29.0,22.0,nan,0.5028787851333618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,245.53836393356323,37,PASS
baseline,abide2,1,external,0.7412929975429975,0.6041594937486919,0.7404761904761904,0.6914388820638822,29.0,22.0,nan,0.5028787851333618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,245.53836393356323,727,PASS
consensus_highorder_residual,caltech,1,external,0.5906432748538012,0.6737309032886184,0.5,0.5146198830409356,29.0,22.0,0.0,0.5028787851333618,32.0,528.0,7.0,12.0,20.0,0.0,0.0,0.16614995493486304,0.04126865957553946,0.7665777206420898,0.0,245.53836226463318,37,PASS
consensus_highorder_residual,abide2,1,external,0.7412929975429975,0.6041594927443521,0.7404761904761904,0.6914388820638822,29.0,22.0,0.0,0.5028787851333618,32.0,528.0,7.0,12.0,20.0,0.0,0.0,0.16614995493486304,0.04126865957553946,0.7665777206420898,0.0,245.53836226463318,727,PASS
baseline,internal_fold,2,0,0.729483282674772,0.6011013303029012,0.6666666666666666,0.6248733535967579,33.0,34.0,nan,0.5144520401954651,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,454.28781175613403,89,PASS
consensus_highorder_residual,internal_fold,2,0,0.7340425531914894,0.5948539637750285,0.7102803738317757,0.6423505572441742,33.0,34.0,149.0,0.5384203195571899,32.0,528.0,6.0,12.0,22.0,0.0,0.0,0.1648817767536639,0.04249419149796509,0.8010322451591492,0.15670570731163025,454.2878086566925,89,PASS
baseline,internal_fold,2,1,0.8156028368794326,0.5385013652368148,0.7311827956989247,0.7188449848024316,21.0,53.0,nan,0.44475066661834717,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,299.9200828075409,89,PASS
consensus_highorder_residual,internal_fold,2,1,0.8156028368794326,0.5385013620352779,0.7311827956989247,0.7188449848024316,21.0,53.0,0.0,0.44475066661834717,32.0,528.0,5.0,12.0,25.0,0.0,0.0,0.16897655618054835,0.042942613300389065,0.7986797094345093,0.0,299.9200818538666,89,PASS
baseline,internal_fold,2,2,0.6972049689440994,0.6521495944070387,0.6476190476190476,0.5719461697722568,36.0,33.0,nan,0.5167880654335022,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,303.50482416152954,88,PASS
consensus_highorder_residual,internal_fold,2,2,0.6972049689440994,0.6521495993825588,0.6476190476190476,0.5719461697722568,36.0,33.0,0.0,0.5167880654335022,32.0,528.0,5.0,12.0,25.0,0.0,0.0,0.1878338684977354,0.04610736988277621,0.935874342918396,0.0,303.5048234462738,88,PASS
baseline,internal_fold,2,3,0.7779503105590062,0.587914977511481,0.6493506493506493,0.7003105590062111,37.0,21.0,nan,0.4204249978065491,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,382.9645459651947,88,PASS
consensus_highorder_residual,internal_fold,2,3,0.7779503105590062,0.5878632644658023,0.6493506493506493,0.7003105590062111,37.0,21.0,2.0,0.42064622044563293,32.0,528.0,6.0,12.0,20.0,0.0,0.0,0.1695469160615106,0.04102359374988121,0.7797677516937256,0.002295881975442171,382.9645450115204,88,PASS
baseline,internal_fold,2,4,0.7148033126293996,0.6055954333453439,0.6315789473684211,0.6894409937888198,12.0,17.0,nan,0.3994760811328888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,330.36602306365967,88,PASS
consensus_highorder_residual,internal_fold,2,4,0.7148033126293996,0.6055954318264327,0.6315789473684211,0.6894409937888198,12.0,17.0,0.0,0.3994760811328888,32.0,528.0,4.0,12.0,20.0,0.0,0.0,0.16936052252862316,0.051629543958081406,0.8108377456665039,0.0,330.3660216331482,88,PASS
baseline,internal_fold,2,5,0.7540217955371044,0.5944331634671763,0.6868686868686869,0.6421899325376232,14.0,21.0,nan,0.49894586205482483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,371.972225189209,88,PASS
consensus_highorder_residual,internal_fold,2,5,0.7446808510638298,0.5933289374130509,0.7358490566037736,0.6709911779968863,14.0,21.0,148.0,0.5472092032432556,32.0,528.0,7.0,12.0,20.0,0.0,0.0,0.18910176965312384,0.04552494482720265,0.8060126900672913,0.15618611872196198,371.9722230434418,88,PASS
baseline,internal_fold,2,6,0.7057602490918526,0.6228370937156333,0.4516129032258065,0.6367410482615464,40.0,23.0,nan,0.3268307149410248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,330.033891916275,88,PASS
consensus_highorder_residual,internal_fold,2,6,0.7026466009340945,0.625187308908592,0.6909090909090909,0.5993772703684483,40.0,23.0,40.0,0.5896113514900208,32.0,528.0,6.0,12.0,29.0,0.0,0.0,0.17826500917636742,0.04569056266769669,0.9064784049987793,0.04490725323557854,330.03389024734497,88,PASS
baseline,internal_fold,2,7,0.6979761286974572,0.6216878547722433,0.6511627906976744,0.6637259989621173,32.0,26.0,nan,0.43824437260627747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320.6225187778473,88,PASS
consensus_highorder_residual,internal_fold,2,7,0.6979761286974572,0.6245879829820793,0.6341463414634146,0.6668396471198754,32.0,26.0,149.0,0.4102602005004883,32.0,528.0,5.0,12.0,23.0,0.0,0.0,0.16430705456277744,0.048107046468375436,0.9631003737449646,0.15663613379001617,320.6225175857544,88,PASS
baseline,internal_fold,2,8,0.7010897768552153,0.6206699705064875,0.6363636363636364,0.6393357550596783,27.0,21.0,nan,0.44126540422439575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,180.5127956867218,88,PASS
consensus_highorder_residual,internal_fold,2,8,0.7010897768552153,0.6206699747123526,0.6363636363636364,0.6393357550596783,27.0,21.0,0.0,0.44126543402671814,32.0,528.0,8.0,12.0,20.0,0.0,0.0,0.16248720979015688,0.04318012237195369,0.8320872187614441,0.0,180.51279425621033,88,PASS
baseline,internal_fold,2,9,0.6491956408925791,0.6524940774620521,0.6153846153846154,0.6027503892060198,30.0,19.0,nan,0.4872681796550751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,235.05378460884094,88,PASS
consensus_highorder_residual,internal_fold,2,9,0.6491956408925791,0.6524940842819558,0.6153846153846154,0.6027503892060198,30.0,19.0,0.0,0.48726820945739746,32.0,528.0,4.0,12.0,22.0,0.0,0.0,0.16497244749334133,0.04300018901847648,0.83375084400177,0.0,235.05378365516663,88,PASS
baseline,internal_oof,2,all,0.7260287402285803,0.6096479256684024,0.6438356164383562,0.6489151466680426,28.2,26.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882,PASS
consensus_highorder_residual,internal_oof,2,all,0.7256107943551509,0.609426035585857,0.6716577540106952,0.6506462681561362,28.2,26.8,48.8,nan,32.0,528.0,5.6,12.0,22.6,0.0,0.0,0.17197331306978483,0.044970017774279794,0.8467621326446533,0.05167310950346291,nan,882,PASS
baseline,caltech,2,external,0.6900584795321637,0.6212993372845712,0.6111111111111113,0.6228070175438596,24.0,41.0,nan,0.4672945737838745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,257.3148715496063,37,PASS
baseline,abide2,2,external,0.7282171375921376,0.6079375033664106,0.6805194805194805,0.6640548218673219,24.0,41.0,nan,0.4672945737838745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,257.3148715496063,727,PASS
consensus_highorder_residual,caltech,2,external,0.6900584795321637,0.6212993382969951,0.6111111111111113,0.6228070175438596,24.0,41.0,0.0,0.4672945439815521,32.0,528.0,3.0,12.0,27.0,0.0,0.0,0.16772489891682563,0.04374115244226635,0.8545923233032227,0.0,257.3148694038391,37,PASS
consensus_highorder_residual,abide2,2,external,0.7282171375921376,0.6079375039785253,0.6805194805194805,0.6640548218673219,24.0,41.0,0.0,0.4672945439815521,32.0,528.0,3.0,12.0,27.0,0.0,0.0,0.16772489891682563,0.04374115244226635,0.8545923233032227,0.0,257.3148694038391,727,PASS
baseline,internal_fold,3,0,0.8049645390070922,0.5224270680330195,0.7252747252747254,0.7201114488348531,44.0,75.0,nan,0.39873164892196655,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,388.5262141227722,89,PASS
consensus_highorder_residual,internal_fold,3,0,0.8049645390070922,0.5224270676728815,0.7252747252747254,0.7201114488348531,44.0,75.0,0.0,0.39873164892196655,32.0,528.0,3.0,12.0,25.0,0.0,0.0,0.16781296261379153,0.04105456891591435,0.8275659680366516,0.0,388.5262131690979,89,PASS
baseline,internal_fold,3,1,0.6661600810536981,0.6374298962770953,0.6067415730337079,0.608662613981763,40.0,34.0,nan,0.4766669273376465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,292.9854509830475,89,PASS
consensus_highorder_residual,internal_fold,3,1,0.6661600810536981,0.6374298925025472,0.6067415730337079,0.608662613981763,40.0,34.0,0.0,0.4766669273376465,32.0,528.0,3.0,12.0,19.0,0.0,0.0,0.1629098429726769,0.04395640071492146,0.7872509956359863,0.0,292.9854497909546,89,PASS
baseline,internal_fold,3,2,0.7153209109730847,0.6174329621913559,0.6341463414634146,0.6635610766045548,50.0,46.0,nan,0.409100204706192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,349.0482144355774,88,PASS
consensus_highorder_residual,internal_fold,3,2,0.7230848861283644,0.6165796491511064,0.6506024096385542,0.6744306418219461,50.0,46.0,149.0,0.43106165528297424,32.0,528.0,6.0,12.0,29.0,0.0,0.0,0.16403923540463666,0.04088948736050249,0.9582744240760803,0.1523292362689972,349.04821395874023,88,PASS
baseline,internal_fold,3,3,0.6847826086956522,0.6646340738169284,0.5882352941176471,0.605072463768116,31.0,55.0,nan,0.3966350257396698,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1026.42236328125,88,PASS
consensus_highorder_residual,internal_fold,3,3,0.6863354037267082,0.6685244284469454,0.5882352941176471,0.605072463768116,31.0,55.0,149.0,0.39252611994743347,32.0,528.0,6.0,12.0,27.0,0.0,0.0,0.1741721460153369,0.04137398868411602,0.8005695343017578,0.15451250970363617,1026.4223625659943,88,PASS
baseline,internal_fold,3,4,0.8307453416149068,0.5399587292004313,0.7608695652173914,0.7494824016563147,30.0,40.0,nan,0.4673911929130554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,307.60631251335144,88,PASS
consensus_highorder_residual,internal_fold,3,4,0.8307453416149068,0.5399587311949875,0.7608695652173914,0.7494824016563147,30.0,40.0,0.0,0.4673911929130554,32.0,528.0,6.0,12.0,19.0,0.0,0.0,0.1677829409534885,0.0419932367566291,0.7889742851257324,0.0,307.6063117980957,88,PASS
baseline,internal_fold,3,5,0.7830825116761806,0.5679025116679065,0.7160493827160493,0.7475350285417748,30.0,45.0,nan,0.3902302086353302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,280.44059920310974,88,PASS
consensus_highorder_residual,internal_fold,3,5,0.782044628956928,0.5687580235794335,0.7160493827160493,0.7475350285417748,30.0,45.0,25.0,0.3913767635822296,32.0,528.0,4.0,12.0,22.0,0.0,0.0,0.16174111990438444,0.04751069511961478,0.8942381739616394,0.028192829340696335,280.4405972957611,88,PASS
baseline,internal_fold,3,6,0.7618059159314997,0.5883300046596454,0.6593406593406593,0.6484172288531396,28.0,23.0,nan,0.47116851806640625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,203.83543372154236,88,PASS
consensus_highorder_residual,internal_fold,3,6,0.7618059159314997,0.5883300075943981,0.6593406593406593,0.6484172288531396,28.0,23.0,0.0,0.47116848826408386,32.0,528.0,4.0,12.0,24.0,0.0,0.0,0.1632996683269966,0.0431370170101645,0.7969297170639038,0.0,203.83543276786804,88,PASS
baseline,internal_fold,3,7,0.7446808510638299,0.58298259310532,0.6966292134831461,0.6956408925791385,25.0,47.0,nan,0.45609861612319946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,193.48224115371704,88,PASS
