representation,scope,repeat,fold,n_subjects,disease_axis_auc,disease_geometry_gap,fingerprint_n,fingerprint_top1,fingerprint_top5,fingerprint_mrr,fingerprint_same_similarity,fingerprint_different_similarity,fingerprint_identity_gap,within_site_top1,within_site_same_dx_top1,topedge_sign_agreement,topedge_spearman,topedge_cosine,roi_signed_spearman,roi_absburden_spearman,selected_encoder_epoch,task_seconds,status
varconet_epoch50,caltech,1,external,37,0.7397660818713451,nan,37,1.0,1.0,1.0,0.496569112345979,0.10094955966419152,0.3956195526817875,1.0,1.0,nan,nan,nan,nan,nan,50.0,222.18963718414307,PASS
varconet_epoch50,abide2,1,external,727,0.6879990786240786,0.000915220700258762,589,0.9923599320882852,0.99830220713073,0.9947809194201385,0.39493886635643516,0.1034611084453151,0.2914777579111201,0.9965986394557823,0.9974315068493151,nan,nan,nan,nan,nan,50.0,222.18963718414307,PASS
pearson_windowavg,internal_fold,2,0,89,0.5947315096251267,0.0009813373707596162,89,0.9101123595505618,0.9775280898876404,0.9415440556024337,0.45222130480609585,0.16803686276471202,0.2841844420413838,0.9473684210526315,0.9558823529411764,nan,nan,nan,nan,nan,nan,199.4903256893158,PASS
pearson_full,internal_fold,2,0,89,0.5947315096251267,0.0009813373707596162,89,0.9101123595505618,0.9775280898876404,0.9415440556024337,0.45222130480609585,0.16803686276471202,0.2841844420413838,0.9473684210526315,0.9558823529411764,nan,nan,nan,nan,nan,nan,199.4903256893158,PASS
varconet_selected,internal_fold,2,0,89,0.6849037487335359,0.0011793390689557315,89,0.9943820224719101,0.9943820224719101,0.9945826645264847,0.36222864419556733,0.10551762611551002,0.2567110180800573,0.9912280701754386,0.9852941176470589,nan,nan,nan,nan,nan,21.0,199.4903256893158,PASS
varconet_epoch50,internal_fold,2,0,89,0.6833839918946302,0.001101857722632188,89,0.9943820224719101,0.9943820224719101,0.9945298639858072,0.361801399524962,0.09919546406530129,0.2626059354596607,0.9912280701754386,0.9852941176470589,nan,nan,nan,nan,nan,50.0,199.4903256893158,PASS
pearson_windowavg,internal_fold,2,1,89,0.721884498480243,0.0032955702711273682,89,0.8651685393258427,0.9550561797752808,0.904490447864539,0.4392722707785917,0.15560304117659735,0.28366922960199437,0.9339622641509434,0.9285714285714286,nan,nan,nan,nan,nan,nan,193.48922324180603,PASS
pearson_full,internal_fold,2,1,89,0.721884498480243,0.0032955702711273682,89,0.8651685393258427,0.9550561797752808,0.904490447864539,0.4392722707785917,0.15560304117659735,0.28366922960199437,0.9339622641509434,0.9285714285714286,nan,nan,nan,nan,nan,nan,193.48922324180603,PASS
varconet_selected,internal_fold,2,1,89,0.720871327254306,0.0028980831122271122,89,0.9887640449438202,1.0,0.9943820224719101,0.3861403132087729,0.13679803467978296,0.24934227852898994,1.0,1.0,nan,nan,nan,nan,nan,8.0,193.48922324180603,PASS
varconet_epoch50,internal_fold,2,1,89,0.7066869300911854,0.0015324873999759403,89,0.9943820224719101,1.0,0.997191011235955,0.35022209099169527,0.09067727883867929,0.25954481215301595,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.48922324180603,PASS
pearson_windowavg,internal_fold,2,2,88,0.5305383022774327,0.003026616135278881,88,0.8863636363636364,0.9659090909090909,0.9223895997793057,0.4539552120999856,0.16775714721103363,0.28619806488895194,0.9322033898305084,0.9333333333333333,nan,nan,nan,nan,nan,nan,193.4209418296814,PASS
pearson_full,internal_fold,2,2,88,0.5305383022774327,0.003026616135278881,88,0.8863636363636364,0.9659090909090909,0.9223895997793057,0.4539552120999856,0.16775714721103363,0.28619806488895194,0.9322033898305084,0.9333333333333333,nan,nan,nan,nan,nan,nan,193.4209418296814,PASS
varconet_selected,internal_fold,2,2,88,0.6371635610766045,0.0021499671603412984,88,0.9943181818181819,1.0,0.9971590909090908,0.32293178141117096,0.08954067959385956,0.23339110181731137,1.0,1.0,nan,nan,nan,nan,nan,49.0,193.4209418296814,PASS
varconet_epoch50,internal_fold,2,2,88,0.6371635610766045,0.0021500327666168217,88,0.9943181818181819,1.0,0.9971590909090908,0.3229296126148917,0.08953838706603605,0.23339122554885566,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.4209418296814,PASS
pearson_windowavg,internal_fold,2,3,88,0.5269151138716356,0.006534279234817142,88,0.9090909090909091,0.9772727272727273,0.9357481060606061,0.45410864834081044,0.17693773977000982,0.2771709085708006,0.9596774193548387,0.9347826086956521,nan,nan,nan,nan,nan,nan,192.7414848804474,PASS
pearson_full,internal_fold,2,3,88,0.5269151138716356,0.006534279234817142,88,0.9090909090909091,0.9772727272727273,0.9357481060606061,0.45410864834081044,0.17693773977000982,0.2771709085708006,0.9596774193548387,0.9347826086956521,nan,nan,nan,nan,nan,nan,192.7414848804474,PASS
varconet_selected,internal_fold,2,3,88,0.7282608695652173,0.0036627964500372256,88,1.0,1.0,1.0,0.36790663918310945,0.10184351491093219,0.26606312427217726,1.0,1.0,nan,nan,nan,nan,nan,29.0,192.7414848804474,PASS
varconet_epoch50,internal_fold,2,3,88,0.7303312629399586,0.0036329667945800836,88,1.0,1.0,1.0,0.365388732064854,0.0983986426719008,0.2669900893929532,1.0,1.0,nan,nan,nan,nan,nan,50.0,192.7414848804474,PASS
pearson_windowavg,internal_fold,2,4,88,0.6112836438923396,0.0034564787936290087,88,0.9034090909090908,0.9602272727272727,0.9337275453397613,0.45132751254872844,0.15694402436173796,0.29438348818699045,0.9196428571428572,0.8095238095238095,nan,nan,nan,nan,nan,nan,193.39223718643188,PASS
pearson_full,internal_fold,2,4,88,0.6112836438923396,0.0034564787936290087,88,0.9034090909090908,0.9602272727272727,0.9337275453397613,0.45132751254872844,0.15694402436173796,0.29438348818699045,0.9196428571428572,0.8095238095238095,nan,nan,nan,nan,nan,nan,193.39223718643188,PASS
varconet_selected,internal_fold,2,4,88,0.6853002070393375,0.00337917252544101,88,1.0,1.0,1.0,0.3608362165025689,0.09824464015580925,0.26259157634675967,1.0,1.0,nan,nan,nan,nan,nan,47.0,193.39223718643188,PASS
varconet_epoch50,internal_fold,2,4,88,0.6853002070393375,0.0033805199514138073,88,1.0,1.0,1.0,0.36083095046606933,0.09822803987662114,0.2626029105894482,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.39223718643188,PASS
pearson_windowavg,internal_fold,2,5,88,0.5739491437467567,0.005611977109435201,88,0.875,0.9602272727272727,0.914327528532074,0.44862073118036444,0.1646623082838874,0.2839584228964771,0.9313725490196079,0.90625,nan,nan,nan,nan,nan,nan,193.5727767944336,PASS
pearson_full,internal_fold,2,5,88,0.5739491437467567,0.005611977109435201,88,0.875,0.9602272727272727,0.914327528532074,0.44862073118036444,0.1646623082838874,0.2839584228964771,0.9313725490196079,0.90625,nan,nan,nan,nan,nan,nan,193.5727767944336,PASS
varconet_selected,internal_fold,2,5,88,0.7343020238713025,0.0046241747099954045,88,1.0,1.0,1.0,0.3362349134615876,0.085031288848823,0.25120362461276463,1.0,1.0,nan,nan,nan,nan,nan,34.0,193.5727767944336,PASS
varconet_epoch50,internal_fold,2,5,88,0.7301504929942917,0.004595753414828402,88,1.0,1.0,1.0,0.33899425833740016,0.08539200863774668,0.2536022496996535,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.5727767944336,PASS
pearson_windowavg,internal_fold,2,6,88,0.6502335236118318,0.007798326312619147,88,0.8579545454545454,0.9375,0.898206853484442,0.45833484193479473,0.1504754562157438,0.3078593857190509,0.9051724137931034,0.9482758620689655,nan,nan,nan,nan,nan,nan,193.8847496509552,PASS
pearson_full,internal_fold,2,6,88,0.6502335236118318,0.007798326312619147,88,0.8579545454545454,0.9375,0.898206853484442,0.45833484193479473,0.1504754562157438,0.3078593857190509,0.9051724137931034,0.9482758620689655,nan,nan,nan,nan,nan,nan,193.8847496509552,PASS
varconet_selected,internal_fold,2,6,88,0.7182148417228853,0.005870133893411178,88,1.0,1.0,1.0,0.3586641941219568,0.09061603022435419,0.2680481638976026,1.0,1.0,nan,nan,nan,nan,nan,39.0,193.8847496509552,PASS
varconet_epoch50,internal_fold,2,6,88,0.7171769590036325,0.005785067578469638,88,1.0,1.0,1.0,0.35879931988363917,0.0899805162797678,0.26881880360387134,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.8847496509552,PASS
pearson_windowavg,internal_fold,2,7,88,0.5998962117280747,0.0074455159249517955,88,0.8636363636363636,0.9431818181818181,0.9016934342751104,0.4322803370146589,0.16202175881955294,0.27025857819510596,0.8888888888888888,0.9375,nan,nan,nan,nan,nan,nan,192.8271918296814,PASS
pearson_full,internal_fold,2,7,88,0.5998962117280747,0.0074455159249517955,88,0.8636363636363636,0.9431818181818181,0.9016934342751104,0.4322803370146589,0.16202175881955294,0.27025857819510596,0.8888888888888888,0.9375,nan,nan,nan,nan,nan,nan,192.8271918296814,PASS
varconet_selected,internal_fold,2,7,88,0.6896730669434353,0.002928976896622665,88,0.9943181818181819,1.0,0.9971590909090908,0.3776946025477214,0.12611766201064434,0.2515769405370771,1.0,1.0,nan,nan,nan,nan,nan,27.0,192.8271918296814,PASS
varconet_epoch50,internal_fold,2,7,88,0.6896730669434353,0.0029299518523159263,88,0.9943181818181819,1.0,0.9971590909090908,0.3715024952861396,0.11645721565117494,0.2550452796349647,1.0,1.0,nan,nan,nan,nan,nan,50.0,192.8271918296814,PASS
pearson_windowavg,internal_fold,2,8,88,0.5599377270368449,0.003608674929848066,88,0.9261363636363636,0.9886363636363636,0.9532738095238096,0.45622606050561776,0.1664804068819067,0.2897456536237111,0.9649122807017543,0.9516129032258065,nan,nan,nan,nan,nan,nan,193.14302802085876,PASS
pearson_full,internal_fold,2,8,88,0.5599377270368449,0.003608674929848066,88,0.9261363636363636,0.9886363636363636,0.9532738095238096,0.45622606050561776,0.1664804068819067,0.2897456536237111,0.9649122807017543,0.9516129032258065,nan,nan,nan,nan,nan,nan,193.14302802085876,PASS
varconet_selected,internal_fold,2,8,88,0.6761805915931499,0.003380196188961848,88,1.0,1.0,1.0,0.36927611973475327,0.10310710542224631,0.26616901431250695,1.0,1.0,nan,nan,nan,nan,nan,37.0,193.14302802085876,PASS
varconet_epoch50,internal_fold,2,8,88,0.6772184743124028,0.0032895102168679358,88,1.0,1.0,1.0,0.37159143337471917,0.10393804212841873,0.26765339124630044,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.14302802085876,PASS
pearson_windowavg,internal_fold,2,9,88,0.6725480020757655,0.0008388794519328668,88,0.9034090909090908,0.9545454545454546,0.9284669894489984,0.4605486865409396,0.15450278593786246,0.3060459006030771,0.9590163934426229,0.953125,nan,nan,nan,nan,nan,nan,192.93353581428528,PASS
pearson_full,internal_fold,2,9,88,0.6725480020757655,0.0008388794519328668,88,0.9034090909090908,0.9545454545454546,0.9284669894489984,0.4605486865409396,0.15450278593786246,0.3060459006030771,0.9590163934426229,0.953125,nan,nan,nan,nan,nan,nan,192.93353581428528,PASS
varconet_selected,internal_fold,2,9,88,0.6045666839647119,0.0009249115716208067,88,0.9829545454545454,1.0,0.9914772727272727,0.3801130671054125,0.11130126123462561,0.2688118058707869,1.0,1.0,nan,nan,nan,nan,nan,13.0,192.93353581428528,PASS
varconet_epoch50,internal_fold,2,9,88,0.604566683964712,0.0010405372254129464,88,0.9943181818181819,1.0,0.9971590909090908,0.36572654968635604,0.09163722552637918,0.2740893241599769,1.0,1.0,nan,nan,nan,nan,nan,50.0,192.93353581428528,PASS
pearson_windowavg,caltech,2,external,37,0.6257309941520468,nan,37,0.9864864864864865,1.0,0.9898648648648649,0.5995065215471629,0.15736228786706058,0.4421442336801023,0.9864864864864865,1.0,0.9469387755102041,0.40963515663343886,0.860280486453484,nan,nan,nan,222.96507167816162,PASS
pearson_windowavg,abide2,2,external,727,0.5705773955773956,0.0029242301426514183,589,0.8582342954159592,0.9363327674023769,0.8936139781284542,0.48787537709207407,0.1813152166561801,0.30656016043589396,0.903061224489796,0.9203767123287672,0.9469387755102041,0.40963515663343886,0.860280486453484,0.5563977145569835,0.17217413787257133,nan,222.96507167816162,PASS
pearson_full,caltech,2,external,37,0.6257309941520468,nan,37,0.9864864864864865,1.0,0.9898648648648649,0.5995065215471629,0.15736228786706058,0.4421442336801023,0.9864864864864865,1.0,nan,nan,nan,nan,nan,nan,222.96507167816162,PASS
pearson_full,abide2,2,external,727,0.5705773955773956,0.0029242301426514183,589,0.8582342954159592,0.9363327674023769,0.8936139781284542,0.48787537709207407,0.1813152166561801,0.30656016043589396,0.903061224489796,0.9203767123287672,nan,nan,nan,nan,nan,nan,222.96507167816162,PASS
varconet_selected,caltech,2,external,37,0.7456140350877193,nan,37,1.0,1.0,1.0,0.4895235614196674,0.09682748741022795,0.39269607400943946,1.0,1.0,0.9175510204081633,0.7422549336641507,0.8164743708280959,nan,nan,38.0,222.96507167816162,PASS
varconet_selected,abide2,2,external,727,0.6836609336609337,0.0009801486480550403,589,0.997453310696095,1.0,0.9982597623089984,0.3897004328377178,0.09988808733399199,0.2898123455037258,0.9982993197278911,0.9991438356164384,0.9175510204081633,0.7422549336641507,0.8164743708280959,0.5254382057237802,0.5172236445017124,38.0,222.96507167816162,PASS
varconet_epoch50,caltech,2,external,37,0.7485380116959065,nan,37,1.0,1.0,1.0,0.48994826626133275,0.09653673005743406,0.3934115362038987,1.0,1.0,nan,nan,nan,nan,nan,50.0,222.96507167816162,PASS
varconet_epoch50,abide2,2,external,727,0.6841062653562654,0.0009951455468584225,589,0.997453310696095,1.0,0.9983305036785513,0.3899335250233147,0.09943084491611784,0.2905026801071968,0.9982993197278911,0.9991438356164384,nan,nan,nan,nan,nan,50.0,222.96507167816162,PASS
pearson_windowavg,internal_fold,3,0,89,0.6372847011144884,0.0050823118256231314,89,0.8932584269662922,0.9382022471910112,0.9130110062447403,0.4362853818227736,0.15701933967024528,0.27926604215252837,0.8636363636363636,0.8571428571428571,nan,nan,nan,nan,nan,nan,202.07901740074158,PASS
pearson_full,internal_fold,3,0,89,0.6372847011144884,0.0050823118256231314,89,0.8932584269662922,0.9382022471910112,0.9130110062447403,0.4362853818227736,0.15701933967024528,0.27926604215252837,0.8636363636363636,0.8571428571428571,nan,nan,nan,nan,nan,nan,202.07901740074158,PASS
varconet_selected,internal_fold,3,0,89,0.7416413373860183,0.0037016231907162633,89,1.0,1.0,1.0,0.35639211167110485,0.09266914367128545,0.26372296799981937,1.0,1.0,nan,nan,nan,nan,nan,39.0,202.07901740074158,PASS
varconet_epoch50,internal_fold,3,0,89,0.7391084093211753,0.0037051409173196603,89,1.0,1.0,1.0,0.35532118748413044,0.09181597489310453,0.2635052125910259,1.0,1.0,nan,nan,nan,nan,nan,50.0,202.07901740074158,PASS
pearson_windowavg,internal_fold,3,1,89,0.6028368794326241,0.004576859164887759,89,0.8258426966292135,0.9382022471910112,0.8711128397113839,0.4193941313731536,0.15974472532332443,0.2596494060498292,0.9230769230769231,0.9027777777777777,nan,nan,nan,nan,nan,nan,193.55199575424194,PASS
pearson_full,internal_fold,3,1,89,0.6028368794326241,0.004576859164887759,89,0.8258426966292135,0.9382022471910112,0.8711128397113839,0.4193941313731536,0.15974472532332443,0.2596494060498292,0.9230769230769231,0.9027777777777777,nan,nan,nan,nan,nan,nan,193.55199575424194,PASS
varconet_selected,internal_fold,3,1,89,0.6894630192502533,0.0021951980630858237,89,0.9887640449438202,0.9943820224719101,0.9917335473515249,0.34448701863208514,0.10137275193327519,0.24311426669880995,0.9903846153846154,0.9861111111111112,nan,nan,nan,nan,nan,41.0,193.55199575424194,PASS
varconet_epoch50,internal_fold,3,1,89,0.6889564336372848,0.002186467468655501,89,0.9887640449438202,0.9943820224719101,0.9917335473515249,0.3440782374210572,0.10088334472355764,0.24319489269749955,0.9903846153846154,0.9861111111111112,nan,nan,nan,nan,nan,50.0,193.55199575424194,PASS
pearson_windowavg,internal_fold,3,2,88,0.5507246376811594,0.0005609411633579753,88,0.8977272727272727,0.9772727272727273,0.9293151293151294,0.44792068241672084,0.16269542032917267,0.28522526208754817,0.9339622641509434,0.875,nan,nan,nan,nan,nan,nan,193.9167296886444,PASS
pearson_full,internal_fold,3,2,88,0.5507246376811594,0.0005609411633579753,88,0.8977272727272727,0.9772727272727273,0.9293151293151294,0.44792068241672084,0.16269542032917267,0.28522526208754817,0.9339622641509434,0.875,nan,nan,nan,nan,nan,nan,193.9167296886444,PASS
varconet_selected,internal_fold,3,2,88,0.6459627329192548,0.0014495517034604222,88,1.0,1.0,1.0,0.36201916905966675,0.09905811264583511,0.2629610564138316,1.0,1.0,nan,nan,nan,nan,nan,32.0,193.9167296886444,PASS
varconet_epoch50,internal_fold,3,2,88,0.6495859213250518,0.0013747858967529114,88,1.0,1.0,1.0,0.3744105407121507,0.11226743656305972,0.262143104149091,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.9167296886444,PASS
pearson_windowavg,internal_fold,3,3,88,0.6133540372670807,0.0023151558355525292,88,0.8920454545454546,0.9545454545454546,0.9241024915740825,0.45918449539352546,0.16192952990156873,0.29725496549195674,0.9122807017543859,0.975,nan,nan,nan,nan,nan,nan,194.70820498466492,PASS
pearson_full,internal_fold,3,3,88,0.6133540372670807,0.0023151558355525292,88,0.8920454545454546,0.9545454545454546,0.9241024915740825,0.45918449539352546,0.16192952990156873,0.29725496549195674,0.9122807017543859,0.975,nan,nan,nan,nan,nan,nan,194.70820498466492,PASS
varconet_selected,internal_fold,3,3,88,0.6433747412008282,0.0025918525299932216,88,0.9715909090909092,0.9886363636363636,0.9805465367965368,0.40001458962532604,0.15800324722354728,0.24201134240177877,0.9824561403508771,1.0,nan,nan,nan,nan,nan,4.0,194.70820498466492,PASS
varconet_epoch50,internal_fold,3,3,88,0.6759834368530021,0.0015731428776009637,88,1.0,1.0,1.0,0.3604978481307626,0.0920295070509145,0.26846834107984807,1.0,1.0,nan,nan,nan,nan,nan,50.0,194.70820498466492,PASS
pearson_windowavg,internal_fold,3,4,88,0.5041407867494824,0.002394338701200621,88,0.9488636363636365,0.9659090909090909,0.9592577561327561,0.47159695489840076,0.16081175974400608,0.3107851951543947,0.9591836734693877,0.984375,nan,nan,nan,nan,nan,nan,193.47061252593994,PASS
pearson_full,internal_fold,3,4,88,0.5041407867494824,0.002394338701200621,88,0.9488636363636365,0.9659090909090909,0.9592577561327561,0.47159695489840076,0.16081175974400608,0.3107851951543947,0.9591836734693877,0.984375,nan,nan,nan,nan,nan,nan,193.47061252593994,PASS
varconet_selected,internal_fold,3,4,88,0.7215320910973085,0.0018079373197342208,88,1.0,1.0,1.0,0.3743585624139417,0.09314360587284468,0.28121495654109707,1.0,1.0,nan,nan,nan,nan,nan,48.0,193.47061252593994,PASS
varconet_epoch50,internal_fold,3,4,88,0.7215320910973085,0.0018078454446822656,88,1.0,1.0,1.0,0.3743423843248324,0.0931256147784686,0.28121676954636377,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.47061252593994,PASS
pearson_windowavg,internal_fold,3,5,88,0.6694343539180072,0.0016316134780605118,88,0.8693181818181819,0.9545454545454546,0.9066244834710744,0.42613947755572473,0.1712562119130684,0.25488326564265634,0.9245283018867925,0.875,nan,nan,nan,nan,nan,nan,194.47252321243286,PASS
pearson_full,internal_fold,3,5,88,0.6694343539180072,0.0016316134780605118,88,0.8693181818181819,0.9545454545454546,0.9066244834710744,0.42613947755572473,0.1712562119130684,0.25488326564265634,0.9245283018867925,0.875,nan,nan,nan,nan,nan,nan,194.47252321243286,PASS
varconet_selected,internal_fold,3,5,88,0.7083549558899845,0.003441186329654511,88,1.0,1.0,1.0,0.3972729713740674,0.16136197954471745,0.23591099182934996,1.0,1.0,nan,nan,nan,nan,nan,13.0,194.47252321243286,PASS
varconet_epoch50,internal_fold,3,5,88,0.7151011935651271,0.003520011736483225,88,1.0,1.0,1.0,0.3651203992353244,0.119801745241286,0.2453186539940384,1.0,1.0,nan,nan,nan,nan,nan,50.0,194.47252321243286,PASS
pearson_windowavg,internal_fold,3,6,88,0.6050856253243384,0.010691982936333833,88,0.9034090909090908,0.9772727272727273,0.9324044011544013,0.4592160719700835,0.1477756096047988,0.3114404623652847,0.9196428571428572,0.9090909090909092,nan,nan,nan,nan,nan,nan,193.30753231048584,PASS
pearson_full,internal_fold,3,6,88,0.6050856253243384,0.010691982936333833,88,0.9034090909090908,0.9772727272727273,0.9324044011544013,0.4592160719700835,0.1477756096047988,0.3114404623652847,0.9196428571428572,0.9090909090909092,nan,nan,nan,nan,nan,nan,193.30753231048584,PASS
varconet_selected,internal_fold,3,6,88,0.6979761286974572,0.004000227728506667,88,0.9943181818181819,1.0,0.9971590909090908,0.3958693397316066,0.12744607311228723,0.26842326661931937,1.0,1.0,nan,nan,nan,nan,nan,10.0,193.30753231048584,PASS
varconet_epoch50,internal_fold,3,6,88,0.707836014530358,0.0036894296570161023,88,0.9943181818181819,1.0,0.9971590909090908,0.3839835807342421,0.1006595999877822,0.2833239807464599,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.30753231048584,PASS
pearson_windowavg,internal_fold,3,7,88,0.6995329527763363,0.006789496916194071,88,0.9034090909090908,0.9659090909090909,0.9278655372405373,0.4571713043207472,0.16582343912152478,0.2913478651992224,0.9019607843137254,0.8653846153846154,nan,nan,nan,nan,nan,nan,194.20651578903198,PASS
pearson_full,internal_fold,3,7,88,0.6995329527763363,0.006789496916194071,88,0.9034090909090908,0.9659090909090909,0.9278655372405373,0.4571713043207472,0.16582343912152478,0.2913478651992224,0.9019607843137254,0.8653846153846154,nan,nan,nan,nan,nan,nan,194.20651578903198,PASS
varconet_selected,internal_fold,3,7,88,0.7374156720290608,0.003087755307348228,88,1.0,1.0,1.0,0.36820947260341863,0.09582785390720819,0.27238161869621047,1.0,1.0,nan,nan,nan,nan,nan,48.0,194.20651578903198,PASS
varconet_epoch50,internal_fold,3,7,88,0.7374156720290608,0.0030877632142097267,88,1.0,1.0,1.0,0.3681973833590746,0.09581067322416653,0.27238671013490806,1.0,1.0,nan,nan,nan,nan,nan,50.0,194.20651578903198,PASS
pearson_windowavg,internal_fold,3,8,88,0.7125064867669954,0.004238072746990007,88,0.9375,0.9772727272727273,0.9557858977526097,0.46709480830891564,0.17561404226084926,0.2914807660480664,0.9758064516129032,0.9848484848484849,nan,nan,nan,nan,nan,nan,193.9976692199707,PASS
pearson_full,internal_fold,3,8,88,0.7125064867669954,0.004238072746990007,88,0.9375,0.9772727272727273,0.9557858977526097,0.46709480830891564,0.17561404226084926,0.2914807660480664,0.9758064516129032,0.9848484848484849,nan,nan,nan,nan,nan,nan,193.9976692199707,PASS
varconet_selected,internal_fold,3,8,88,0.7021276595744681,0.0033195619979260182,88,1.0,1.0,1.0,0.37445929409428075,0.10471995408177695,0.26973934001250377,1.0,1.0,nan,nan,nan,nan,nan,24.0,193.9976692199707,PASS
varconet_epoch50,internal_fold,3,8,88,0.6943435391800726,0.0032546754379962073,88,1.0,1.0,1.0,0.37649709511209617,0.10298719578906758,0.2735098993230286,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.9976692199707,PASS
pearson_windowavg,internal_fold,3,9,88,0.5230928905033732,0.004551797055095647,88,0.9261363636363635,0.9772727272727273,0.9489286754911754,0.463299424810843,0.1606214612687667,0.3026779635420763,0.96,1.0,nan,nan,nan,nan,nan,nan,193.26433205604553,PASS
pearson_full,internal_fold,3,9,88,0.5230928905033732,0.004551797055095647,88,0.9261363636363635,0.9772727272727273,0.9489286754911754,0.463299424810843,0.1606214612687667,0.3026779635420763,0.96,1.0,nan,nan,nan,nan,nan,nan,193.26433205604553,PASS
varconet_selected,internal_fold,3,9,88,0.6460819927348209,0.00135584438033301,88,1.0,1.0,1.0,0.35384641790931876,0.09149482288099085,0.2623515950283279,1.0,1.0,nan,nan,nan,nan,nan,27.0,193.26433205604553,PASS
varconet_epoch50,internal_fold,3,9,88,0.6419304618578101,0.0012256023538743388,88,1.0,1.0,1.0,0.3553677157244899,0.08981393021957165,0.26555378550491826,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.26433205604553,PASS
pearson_windowavg,caltech,3,external,37,0.6257309941520468,nan,37,0.9864864864864865,1.0,0.9898648648648649,0.5995065215471629,0.15736228786706058,0.4421442336801023,0.9864864864864865,1.0,0.9469387755102041,0.40963515663343886,0.860280486453484,nan,nan,nan,221.31986784934998,PASS
pearson_windowavg,abide2,3,external,727,0.5705773955773956,0.0029242301426514183,589,0.8582342954159592,0.9363327674023769,0.8936139781284542,0.48787537709207407,0.1813152166561801,0.30656016043589396,0.903061224489796,0.9203767123287672,0.9469387755102041,0.40963515663343886,0.860280486453484,0.5563977145569835,0.17217413787257133,nan,221.31986784934998,PASS
pearson_full,caltech,3,external,37,0.6257309941520468,nan,37,0.9864864864864865,1.0,0.9898648648648649,0.5995065215471629,0.15736228786706058,0.4421442336801023,0.9864864864864865,1.0,nan,nan,nan,nan,nan,nan,221.31986784934998,PASS
pearson_full,abide2,3,external,727,0.5705773955773956,0.0029242301426514183,589,0.8582342954159592,0.9363327674023769,0.8936139781284542,0.48787537709207407,0.1813152166561801,0.30656016043589396,0.903061224489796,0.9203767123287672,nan,nan,nan,nan,nan,nan,221.31986784934998,PASS
varconet_selected,caltech,3,external,37,0.7485380116959064,nan,37,1.0,1.0,1.0,0.49004511253253835,0.09973709470684733,0.390308017825691,1.0,1.0,0.9175510204081633,0.7422549336641507,0.8164743708280959,nan,nan,50.0,221.31986784934998,PASS
varconet_selected,abide2,3,external,727,0.6841676904176903,0.0008811703511287239,589,0.9949066213921902,0.99830220713073,0.9961846821354461,0.3902331926877308,0.10190911106192935,0.2883240816258015,0.9974489795918368,0.9982876712328768,0.9175510204081633,0.7422549336641507,0.8164743708280959,0.5254382057237802,0.5172236445017124,50.0,221.31986784934998,PASS
varconet_epoch50,caltech,3,external,37,0.7485380116959064,nan,37,1.0,1.0,1.0,0.49004511253253835,0.09973709470684733,0.390308017825691,1.0,1.0,nan,nan,nan,nan,nan,50.0,221.31986784934998,PASS
varconet_epoch50,abide2,3,external,727,0.6841676904176903,0.0008811703511287239,589,0.9949066213921902,0.99830220713073,0.9961846821354461,0.3902331926877308,0.10190911106192935,0.2883240816258015,0.9974489795918368,0.9982876712328768,nan,nan,nan,nan,nan,50.0,221.31986784934998,PASS
pearson_windowavg,internal_fold,4,0,89,0.5379939209726443,0.0026684826710817733,89,0.9101123595505618,0.9719101123595506,0.9361089116272154,0.44670563752061865,0.16613157223434594,0.2805740652862727,0.9351851851851851,0.9074074074074074,nan,nan,nan,nan,nan,nan,201.28111004829407,PASS
pearson_full,internal_fold,4,0,89,0.5379939209726443,0.0026684826710817733,89,0.9101123595505618,0.9719101123595506,0.9361089116272154,0.44670563752061865,0.16613157223434594,0.2805740652862727,0.9351851851851851,0.9074074074074074,nan,nan,nan,nan,nan,nan,201.28111004829407,PASS
varconet_selected,internal_fold,4,0,89,0.6560283687943264,0.0021842666554731938,89,1.0,1.0,1.0,0.3589167810892791,0.09928228641504401,0.25963449467423505,1.0,1.0,nan,nan,nan,nan,nan,31.0,201.28111004829407,PASS
varconet_epoch50,internal_fold,4,0,89,0.660081053698075,0.0022870310057472587,89,1.0,1.0,1.0,0.35801959740981626,0.09739253445850939,0.2606270629513069,1.0,1.0,nan,nan,nan,nan,nan,50.0,201.28111004829407,PASS
pearson_windowavg,internal_fold,4,1,89,0.6428571428571429,0.00799265853530004,89,0.9382022471910112,0.9943820224719101,0.9602059925093633,0.4686076942454563,0.1648371314355046,0.3037705628099516,0.9528301886792453,0.953125,nan,nan,nan,nan,nan,nan,192.69013500213623,PASS
pearson_full,internal_fold,4,1,89,0.6428571428571429,0.00799265853530004,89,0.9382022471910112,0.9943820224719101,0.9602059925093633,0.4686076942454563,0.1648371314355046,0.3037705628099516,0.9528301886792453,0.953125,nan,nan,nan,nan,nan,nan,192.69013500213623,PASS
