representation,scope,repeat,fold,n_subjects,disease_axis_auc,disease_geometry_gap,fingerprint_n,fingerprint_top1,fingerprint_top5,fingerprint_mrr,fingerprint_same_similarity,fingerprint_different_similarity,fingerprint_identity_gap,within_site_top1,within_site_same_dx_top1,topedge_sign_agreement,topedge_spearman,topedge_cosine,roi_signed_spearman,roi_absburden_spearman,selected_encoder_epoch,task_seconds,status
varconet_selected,internal_fold,4,1,89,0.7102330293819655,0.0019874213219342463,89,1.0,1.0,1.0,0.38281432664796206,0.13105642100543058,0.2517579056425315,1.0,1.0,nan,nan,nan,nan,nan,12.0,192.69013500213623,PASS
varconet_epoch50,internal_fold,4,1,89,0.7239108409321175,0.002519015516525086,89,1.0,1.0,1.0,0.3893519328551346,0.10959463945551431,0.2797572933996203,1.0,1.0,nan,nan,nan,nan,nan,50.0,192.69013500213623,PASS
pearson_windowavg,internal_fold,4,2,88,0.5905797101449276,0.003083777244217878,88,0.9318181818181818,0.9772727272727273,0.9520672395133603,0.45360766143792053,0.17001809354445385,0.2835895678934667,0.9473684210526315,0.9423076923076923,nan,nan,nan,nan,nan,nan,193.67678213119507,PASS
pearson_full,internal_fold,4,2,88,0.5905797101449276,0.003083777244217878,88,0.9318181818181818,0.9772727272727273,0.9520672395133603,0.45360766143792053,0.17001809354445385,0.2835895678934667,0.9473684210526315,0.9423076923076923,nan,nan,nan,nan,nan,nan,193.67678213119507,PASS
varconet_selected,internal_fold,4,2,88,0.6521739130434783,0.0017136471629642935,88,0.9886363636363636,0.9943181818181819,0.9898411829134721,0.34120095978406345,0.10871812359472716,0.2324828361893363,0.9824561403508771,1.0,nan,nan,nan,nan,nan,10.0,193.67678213119507,PASS
varconet_epoch50,internal_fold,4,2,88,0.6625258799171843,0.0012383535573464721,88,0.9943181818181819,0.9943181818181819,0.9944341372912802,0.34904801845550537,0.0905331994112252,0.2585148190442802,0.9912280701754386,1.0,nan,nan,nan,nan,nan,50.0,193.67678213119507,PASS
pearson_windowavg,internal_fold,4,3,88,0.5771221532091098,0.0019978512285336314,88,0.8806818181818181,0.9318181818181818,0.9033268125177313,0.4427578964863311,0.16917261816388038,0.2735852783224508,0.8934426229508197,0.8714285714285714,nan,nan,nan,nan,nan,nan,193.90241026878357,PASS
pearson_full,internal_fold,4,3,88,0.5771221532091098,0.0019978512285336314,88,0.8806818181818181,0.9318181818181818,0.9033268125177313,0.4427578964863311,0.16917261816388038,0.2735852783224508,0.8934426229508197,0.8714285714285714,nan,nan,nan,nan,nan,nan,193.90241026878357,PASS
varconet_selected,internal_fold,4,3,88,0.6806418219461698,0.001999767652241524,88,0.9431818181818182,0.9715909090909092,0.9597763347763347,0.3827737220986323,0.15900133195495703,0.22377239014367528,0.9672131147540983,0.9428571428571428,nan,nan,nan,nan,nan,5.0,193.90241026878357,PASS
varconet_epoch50,internal_fold,4,3,88,0.7049689440993788,0.0022114549371295422,88,1.0,1.0,1.0,0.32040735537355597,0.08134120204602732,0.23906615332752865,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.90241026878357,PASS
pearson_windowavg,internal_fold,4,4,88,0.6511387163561076,0.00316147261251315,88,0.8295454545454546,0.9488636363636364,0.8815848395143182,0.4507641213184053,0.15971494245722118,0.2910491788611841,0.9555555555555555,1.0,nan,nan,nan,nan,nan,nan,193.37353539466858,PASS
pearson_full,internal_fold,4,4,88,0.6511387163561076,0.00316147261251315,88,0.8295454545454546,0.9488636363636364,0.8815848395143182,0.4507641213184053,0.15971494245722118,0.2910491788611841,0.9555555555555555,1.0,nan,nan,nan,nan,nan,nan,193.37353539466858,PASS
varconet_selected,internal_fold,4,4,88,0.7008281573498965,0.0020371179906440162,88,0.9943181818181819,1.0,0.9971590909090908,0.3591459847309373,0.09489391114727702,0.26425207358366026,1.0,1.0,nan,nan,nan,nan,nan,18.0,193.37353539466858,PASS
varconet_epoch50,internal_fold,4,4,88,0.6961697722567287,0.0020113342948090696,88,0.9943181818181819,1.0,0.9971590909090908,0.3564539196139032,0.0878011431857528,0.26865277642815044,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.37353539466858,PASS
pearson_windowavg,internal_fold,4,5,88,0.5402179553710431,-0.0007458157794590081,88,0.9261363636363636,0.9715909090909092,0.9456213924963925,0.44675990007817745,0.14971085503298998,0.2970490450451875,0.9302325581395349,0.9423076923076923,nan,nan,nan,nan,nan,nan,194.6190836429596,PASS
pearson_full,internal_fold,4,5,88,0.5402179553710431,-0.0007458157794590081,88,0.9261363636363636,0.9715909090909092,0.9456213924963925,0.44675990007817745,0.14971085503298998,0.2970490450451875,0.9302325581395349,0.9423076923076923,nan,nan,nan,nan,nan,nan,194.6190836429596,PASS
varconet_selected,internal_fold,4,5,88,0.6294758692267775,-0.00044550185522668206,88,1.0,1.0,1.0,0.35505444099279965,0.09188321570132527,0.2631712252914744,1.0,1.0,nan,nan,nan,nan,nan,31.0,194.6190836429596,PASS
varconet_epoch50,internal_fold,4,5,88,0.6263622210690193,-0.00045462469812013184,88,1.0,1.0,1.0,0.35318035767837,0.08918954275172328,0.2639908149266468,1.0,1.0,nan,nan,nan,nan,nan,50.0,194.6190836429596,PASS
pearson_windowavg,internal_fold,4,6,88,0.6751427088738973,0.008682507729771416,88,0.8977272727272727,0.9659090909090909,0.9289726096189165,0.4592393304813992,0.1696538312821136,0.2895854991992856,0.9338235294117647,0.8653846153846154,nan,nan,nan,nan,nan,nan,193.32466959953308,PASS
pearson_full,internal_fold,4,6,88,0.6751427088738973,0.008682507729771416,88,0.8977272727272727,0.9659090909090909,0.9289726096189165,0.4592393304813992,0.1696538312821136,0.2895854991992856,0.9338235294117647,0.8653846153846154,nan,nan,nan,nan,nan,nan,193.32466959953308,PASS
varconet_selected,internal_fold,4,6,88,0.7451997924234561,0.005754473643253599,88,1.0,1.0,1.0,0.3568244100632993,0.09724868880597001,0.2595757212573293,1.0,1.0,nan,nan,nan,nan,nan,47.0,193.32466959953308,PASS
varconet_epoch50,internal_fold,4,6,88,0.7451997924234561,0.005755597781056027,88,1.0,1.0,1.0,0.3567974145778201,0.097216117381417,0.2595812971964031,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.32466959953308,PASS
pearson_windowavg,internal_fold,4,7,88,0.628956927867151,0.0012772171282459943,88,0.8920454545454546,0.9659090909090909,0.9266193977591037,0.4526450937105851,0.15459271173008438,0.29805238198050077,0.9393939393939394,0.9166666666666666,nan,nan,nan,nan,nan,nan,192.95873856544495,PASS
pearson_full,internal_fold,4,7,88,0.628956927867151,0.0012772171282459943,88,0.8920454545454546,0.9659090909090909,0.9266193977591037,0.4526450937105851,0.15459271173008438,0.29805238198050077,0.9393939393939394,0.9166666666666666,nan,nan,nan,nan,nan,nan,192.95873856544495,PASS
varconet_selected,internal_fold,4,7,88,0.756616502335236,0.0033305382990090338,88,0.9943181818181819,1.0,0.9957386363636364,0.3668403945524584,0.096921383042196,0.26991901151026243,1.0,1.0,nan,nan,nan,nan,nan,30.0,192.95873856544495,PASS
varconet_epoch50,internal_fold,4,7,88,0.7560975609756098,0.0032070188892045215,88,0.9943181818181819,1.0,0.9957386363636364,0.3647834814407609,0.0938449089185217,0.2709385725222392,1.0,1.0,nan,nan,nan,nan,nan,50.0,192.95873856544495,PASS
pearson_windowavg,internal_fold,4,8,88,0.5531914893617021,0.008099854739160112,88,0.8465909090909091,0.9488636363636364,0.8941372863247863,0.4198500287126411,0.15681731574398763,0.26303271296865344,0.9259259259259259,0.9473684210526315,nan,nan,nan,nan,nan,nan,193.4140980243683,PASS
pearson_full,internal_fold,4,8,88,0.5531914893617021,0.008099854739160112,88,0.8465909090909091,0.9488636363636364,0.8941372863247863,0.4198500287126411,0.15681731574398763,0.26303271296865344,0.9259259259259259,0.9473684210526315,nan,nan,nan,nan,nan,nan,193.4140980243683,PASS
varconet_selected,internal_fold,4,8,88,0.6658017644006227,0.006561071165764154,88,1.0,1.0,1.0,0.35903938385573303,0.12193943607541094,0.23709994778032206,1.0,1.0,nan,nan,nan,nan,nan,12.0,193.4140980243683,PASS
varconet_epoch50,internal_fold,4,8,88,0.6538661131292164,0.0049650865640184505,88,0.9943181818181819,1.0,0.9971590909090908,0.3352613863958554,0.09455324883709973,0.24070813755875564,0.9907407407407407,1.0,nan,nan,nan,nan,nan,50.0,193.4140980243683,PASS
pearson_windowavg,internal_fold,4,9,88,0.7228853139595226,0.00824404704698864,88,0.9034090909090908,0.9431818181818181,0.9240747038424905,0.4656876158815893,0.1633065624852539,0.30238105339633536,0.8962264150943396,0.8676470588235294,nan,nan,nan,nan,nan,nan,192.82487750053406,PASS
pearson_full,internal_fold,4,9,88,0.7228853139595226,0.00824404704698864,88,0.9034090909090908,0.9431818181818181,0.9240747038424905,0.4656876158815893,0.1633065624852539,0.30238105339633536,0.8962264150943396,0.8676470588235294,nan,nan,nan,nan,nan,nan,192.82487750053406,PASS
varconet_selected,internal_fold,4,9,88,0.7213284898806435,0.003006255561312593,88,0.9943181818181819,1.0,0.9971590909090908,0.36613039892505517,0.09256265962388377,0.2735677393011714,0.9905660377358491,0.9852941176470589,nan,nan,nan,nan,nan,29.0,192.82487750053406,PASS
varconet_epoch50,internal_fold,4,9,88,0.7249610793980281,0.003203379577466109,88,0.9943181818181819,1.0,0.9962121212121213,0.3679736769673499,0.09106733477742546,0.27690634218992444,0.9905660377358491,0.9852941176470589,nan,nan,nan,nan,nan,50.0,192.82487750053406,PASS
pearson_windowavg,caltech,4,external,37,0.6257309941520468,nan,37,0.9864864864864865,1.0,0.9898648648648649,0.5995065215471629,0.15736228786706058,0.4421442336801023,0.9864864864864865,1.0,0.9469387755102041,0.40963515663343886,0.860280486453484,nan,nan,nan,223.33161664009094,PASS
pearson_windowavg,abide2,4,external,727,0.5705773955773956,0.0029242301426514183,589,0.8582342954159592,0.9363327674023769,0.8936139781284542,0.48787537709207407,0.1813152166561801,0.30656016043589396,0.903061224489796,0.9203767123287672,0.9469387755102041,0.40963515663343886,0.860280486453484,0.5563977145569835,0.17217413787257133,nan,223.33161664009094,PASS
pearson_full,caltech,4,external,37,0.6257309941520468,nan,37,0.9864864864864865,1.0,0.9898648648648649,0.5995065215471629,0.15736228786706058,0.4421442336801023,0.9864864864864865,1.0,nan,nan,nan,nan,nan,nan,223.33161664009094,PASS
pearson_full,abide2,4,external,727,0.5705773955773956,0.0029242301426514183,589,0.8582342954159592,0.9363327674023769,0.8936139781284542,0.48787537709207407,0.1813152166561801,0.30656016043589396,0.903061224489796,0.9203767123287672,nan,nan,nan,nan,nan,nan,223.33161664009094,PASS
varconet_selected,caltech,4,external,37,0.760233918128655,nan,37,1.0,1.0,1.0,0.4893180905161677,0.09822307803455528,0.39109501248161244,1.0,1.0,0.9175510204081633,0.7422549336641507,0.8164743708280959,nan,nan,47.0,223.33161664009094,PASS
varconet_selected,abide2,4,external,727,0.6842367936117936,0.0009366300400331651,589,0.9966044142614601,0.9991511035653651,0.9977716468590832,0.39349837646723196,0.10082401540567248,0.2926743610615595,0.9974489795918368,0.9982876712328768,0.9175510204081633,0.7422549336641507,0.8164743708280959,0.5254382057237802,0.5172236445017124,47.0,223.33161664009094,PASS
varconet_epoch50,caltech,4,external,37,0.760233918128655,nan,37,1.0,1.0,1.0,0.4893240767556268,0.09822019764471117,0.3911038791109156,1.0,1.0,nan,nan,nan,nan,nan,50.0,223.33161664009094,PASS
varconet_epoch50,abide2,4,external,727,0.6841984029484028,0.0009359709695270502,589,0.9966044142614601,0.9991511035653651,0.9977716468590832,0.3934777694262552,0.10079790608549397,0.29267986334076124,0.9974489795918368,0.9982876712328768,nan,nan,nan,nan,nan,50.0,223.33161664009094,PASS
pearson_windowavg,internal_fold,5,0,89,0.5952380952380953,-0.0018790431277172503,89,0.9157303370786517,0.9775280898876404,0.9422812122250324,0.4544103421019704,0.1512783855882654,0.303131956513705,0.955223880597015,0.9722222222222222,nan,nan,nan,nan,nan,nan,202.04289150238037,PASS
pearson_full,internal_fold,5,0,89,0.5952380952380953,-0.0018790431277172503,89,0.9157303370786517,0.9775280898876404,0.9422812122250324,0.4544103421019704,0.1512783855882654,0.303131956513705,0.955223880597015,0.9722222222222222,nan,nan,nan,nan,nan,nan,202.04289150238037,PASS
varconet_selected,internal_fold,5,0,89,0.7102330293819655,0.0005822026369150801,89,1.0,1.0,1.0,0.3711099385210637,0.09041657043028523,0.2806933680907785,1.0,1.0,nan,nan,nan,nan,nan,38.0,202.04289150238037,PASS
varconet_epoch50,internal_fold,5,0,89,0.707193515704154,0.0006153029174048863,89,1.0,1.0,1.0,0.37097141046202586,0.09005788598449585,0.28091352447753004,1.0,1.0,nan,nan,nan,nan,nan,50.0,202.04289150238037,PASS
pearson_windowavg,internal_fold,5,1,89,0.5238095238095237,0.0054455687053009405,89,0.8595505617977528,0.9438202247191011,0.8976298976125044,0.44710904426789017,0.17906837510685342,0.26804066916103675,0.8916666666666666,0.8717948717948718,nan,nan,nan,nan,nan,nan,194.34467792510986,PASS
pearson_full,internal_fold,5,1,89,0.5238095238095237,0.0054455687053009405,89,0.8595505617977528,0.9438202247191011,0.8976298976125044,0.44710904426789017,0.17906837510685342,0.26804066916103675,0.8916666666666666,0.8717948717948718,nan,nan,nan,nan,nan,nan,194.34467792510986,PASS
varconet_selected,internal_fold,5,1,89,0.696048632218845,0.000889233703906589,89,0.9887640449438202,1.0,0.9943820224719101,0.3835528181510025,0.1411202397671708,0.2424325783838317,1.0,1.0,nan,nan,nan,nan,nan,11.0,194.34467792510986,PASS
varconet_epoch50,internal_fold,5,1,89,0.7132725430597773,0.0010432205156857277,89,0.9943820224719101,1.0,0.997191011235955,0.36683413486802174,0.11059932539380318,0.25623480947421856,1.0,1.0,nan,nan,nan,nan,nan,50.0,194.34467792510986,PASS
pearson_windowavg,internal_fold,5,2,88,0.6702898550724637,0.013032125645017795,88,0.9147727272727273,0.9659090909090909,0.9390140241702741,0.4707855431532318,0.1621374146837401,0.3086481284694917,0.9344262295081968,0.9354838709677419,nan,nan,nan,nan,nan,nan,194.7877116203308,PASS
pearson_full,internal_fold,5,2,88,0.6702898550724637,0.013032125645017795,88,0.9147727272727273,0.9659090909090909,0.9390140241702741,0.4707855431532318,0.1621374146837401,0.3086481284694917,0.9344262295081968,0.9354838709677419,nan,nan,nan,nan,nan,nan,194.7877116203308,PASS
varconet_selected,internal_fold,5,2,88,0.8281573498964803,0.009150786292240448,88,1.0,1.0,1.0,0.3799012948504903,0.11095958410435267,0.26894171074613765,1.0,1.0,nan,nan,nan,nan,nan,37.0,194.7877116203308,PASS
varconet_epoch50,internal_fold,5,2,88,0.8286749482401657,0.009133798938027043,88,0.9943181818181819,1.0,0.9971590909090908,0.37985176677730953,0.110159639082995,0.2696921276943145,0.9918032786885246,1.0,nan,nan,nan,nan,nan,50.0,194.7877116203308,PASS
pearson_windowavg,internal_fold,5,3,88,0.5605590062111802,0.003848187046872731,88,0.8977272727272727,0.9431818181818181,0.9193173619309982,0.45404519339684735,0.1652778093388674,0.28876738405797997,0.9603174603174602,0.972972972972973,nan,nan,nan,nan,nan,nan,193.60242748260498,PASS
pearson_full,internal_fold,5,3,88,0.5605590062111802,0.003848187046872731,88,0.8977272727272727,0.9431818181818181,0.9193173619309982,0.45404519339684735,0.1652778093388674,0.28876738405797997,0.9603174603174602,0.972972972972973,nan,nan,nan,nan,nan,nan,193.60242748260498,PASS
varconet_selected,internal_fold,5,3,88,0.6438923395445134,0.0013558328400316844,88,0.9886363636363636,0.9943181818181819,0.9916605571847508,0.35937507332048635,0.09653465789531104,0.26284041542517533,0.9920634920634921,1.0,nan,nan,nan,nan,nan,36.0,193.60242748260498,PASS
varconet_epoch50,internal_fold,5,3,88,0.64648033126294,0.0013348858200373237,88,0.9886363636363636,0.9943181818181819,0.9916605571847508,0.359276628037068,0.09587882719717457,0.2633978008398934,0.9920634920634921,1.0,nan,nan,nan,nan,nan,50.0,193.60242748260498,PASS
pearson_windowavg,internal_fold,5,4,88,0.6092132505175983,0.003936417496730127,88,0.9147727272727273,0.9943181818181819,0.9456709956709957,0.4409774223511869,0.16132620303950934,0.2796512193116776,0.9454545454545454,0.9558823529411764,nan,nan,nan,nan,nan,nan,194.48997330665588,PASS
pearson_full,internal_fold,5,4,88,0.6092132505175983,0.003936417496730127,88,0.9147727272727273,0.9943181818181819,0.9456709956709957,0.4409774223511869,0.16132620303950934,0.2796512193116776,0.9454545454545454,0.9558823529411764,nan,nan,nan,nan,nan,nan,194.48997330665588,PASS
varconet_selected,internal_fold,5,4,88,0.717391304347826,0.002219973191141561,88,1.0,1.0,1.0,0.33616214262490923,0.08702671435338521,0.24913542827152402,1.0,1.0,nan,nan,nan,nan,nan,26.0,194.48997330665588,PASS
varconet_epoch50,internal_fold,5,4,88,0.7106625258799172,0.0021268562128128055,88,1.0,1.0,1.0,0.3340742491524328,0.08344042983405825,0.25063381931837453,1.0,1.0,nan,nan,nan,nan,nan,50.0,194.48997330665588,PASS
pearson_windowavg,internal_fold,5,5,88,0.5723923196678775,0.0007954199565628484,88,0.9034090909090908,0.9602272727272727,0.9297487865669684,0.44237538342448796,0.17094938437179302,0.27142599905269493,0.9285714285714286,0.9459459459459459,nan,nan,nan,nan,nan,nan,194.5296449661255,PASS
pearson_full,internal_fold,5,5,88,0.5723923196678775,0.0007954199565628484,88,0.9034090909090908,0.9602272727272727,0.9297487865669684,0.44237538342448796,0.17094938437179302,0.27142599905269493,0.9285714285714286,0.9459459459459459,nan,nan,nan,nan,nan,nan,194.5296449661255,PASS
varconet_selected,internal_fold,5,5,88,0.6393357550596782,0.0013144803837630559,88,1.0,1.0,1.0,0.3191164637153799,0.08654927948522387,0.23256718423015604,1.0,1.0,nan,nan,nan,nan,nan,22.0,194.5296449661255,PASS
varconet_epoch50,internal_fold,5,5,88,0.6398546964193046,0.0012107319185936105,88,1.0,1.0,1.0,0.3201902493495833,0.08277781576085096,0.23741243358873235,1.0,1.0,nan,nan,nan,nan,nan,50.0,194.5296449661255,PASS
pearson_windowavg,internal_fold,5,6,88,0.6372599896211728,0.007283204902172102,88,0.8920454545454546,0.9659090909090909,0.9227714228173787,0.4504252726381475,0.14715486927709479,0.3032704033610527,0.9519230769230769,0.9523809523809523,nan,nan,nan,nan,nan,nan,194.97883105278015,PASS
pearson_full,internal_fold,5,6,88,0.6372599896211728,0.007283204902172102,88,0.8920454545454546,0.9659090909090909,0.9227714228173787,0.4504252726381475,0.14715486927709479,0.3032704033610527,0.9519230769230769,0.9523809523809523,nan,nan,nan,nan,nan,nan,194.97883105278015,PASS
varconet_selected,internal_fold,5,6,88,0.6943435391800726,0.0034175912696893795,88,1.0,1.0,1.0,0.3571965139020573,0.09422028412513996,0.26297622977691737,1.0,1.0,nan,nan,nan,nan,nan,29.0,194.97883105278015,PASS
varconet_epoch50,internal_fold,5,6,88,0.6927867151011936,0.003232532473362776,88,1.0,1.0,1.0,0.3553343875841661,0.09139503957217125,0.2639393480119948,1.0,1.0,nan,nan,nan,nan,nan,50.0,194.97883105278015,PASS
pearson_windowavg,internal_fold,5,7,88,0.5568240788790867,0.006528258755735206,88,0.8806818181818181,0.9375,0.9059817441994475,0.4670498835092241,0.1740892537593574,0.2929606297498667,0.9090909090909091,0.9090909090909092,nan,nan,nan,nan,nan,nan,194.260479927063,PASS
pearson_full,internal_fold,5,7,88,0.5568240788790867,0.006528258755735206,88,0.8806818181818181,0.9375,0.9059817441994475,0.4670498835092241,0.1740892537593574,0.2929606297498667,0.9090909090909091,0.9090909090909092,nan,nan,nan,nan,nan,nan,194.260479927063,PASS
varconet_selected,internal_fold,5,7,88,0.68188894654904,0.004679124785663347,88,0.9602272727272727,0.9943181818181819,0.9721590909090909,0.4153469880534844,0.17837363213973165,0.23697335591375276,0.9727272727272727,0.9545454545454546,nan,nan,nan,nan,nan,4.0,194.260479927063,PASS
varconet_epoch50,internal_fold,5,7,88,0.7145822522055008,0.004114679465807736,88,1.0,1.0,1.0,0.34863901256837626,0.08965687817602458,0.2589821343923516,1.0,1.0,nan,nan,nan,nan,nan,50.0,194.260479927063,PASS
pearson_windowavg,internal_fold,5,8,88,0.4867669953295278,-0.0010606960584493563,88,0.8693181818181819,0.9659090909090909,0.9120493893427362,0.45334394166076725,0.16099369312516498,0.29235024853560226,0.9649122807017544,1.0,nan,nan,nan,nan,nan,nan,194.2790515422821,PASS
pearson_full,internal_fold,5,8,88,0.4867669953295278,-0.0010606960584493563,88,0.8693181818181819,0.9659090909090909,0.9120493893427362,0.45334394166076725,0.16099369312516498,0.29235024853560226,0.9649122807017544,1.0,nan,nan,nan,nan,nan,nan,194.2790515422821,PASS
varconet_selected,internal_fold,5,8,88,0.5391800726517904,0.0009873268319628425,88,0.9943181818181819,1.0,0.9957386363636364,0.3514316385103898,0.08891567569337941,0.2625159628170104,0.9912280701754386,1.0,nan,nan,nan,nan,nan,28.0,194.2790515422821,PASS
varconet_epoch50,internal_fold,5,8,88,0.5381421899325376,0.0010675156638682293,88,0.9943181818181819,1.0,0.9957386363636364,0.3500129565257918,0.08599945393029908,0.2640135025954927,0.9912280701754386,1.0,nan,nan,nan,nan,nan,50.0,194.2790515422821,PASS
pearson_windowavg,internal_fold,5,9,88,0.5044110015568241,0.007812848326599564,88,0.8522727272727273,0.9715909090909092,0.9020733104614684,0.4262595859102227,0.15587100089803074,0.270388585012192,0.8796296296296295,0.8676470588235294,nan,nan,nan,nan,nan,nan,193.94575428962708,PASS
pearson_full,internal_fold,5,9,88,0.5044110015568241,0.007812848326599564,88,0.8522727272727273,0.9715909090909092,0.9020733104614684,0.4262595859102227,0.15587100089803074,0.270388585012192,0.8796296296296295,0.8676470588235294,nan,nan,nan,nan,nan,nan,193.94575428962708,PASS
varconet_selected,internal_fold,5,9,88,0.7088738972496108,0.006276597104344861,88,0.9829545454545454,0.9943181818181819,0.9882575757575758,0.3815259940244935,0.15277068397977128,0.22875531004472222,0.9814814814814814,0.9705882352941176,nan,nan,nan,nan,nan,5.0,193.94575428962708,PASS
varconet_epoch50,internal_fold,5,9,88,0.7218474312402698,0.004010048592898746,88,1.0,1.0,1.0,0.32949409083547915,0.08691473901522412,0.24257935182025503,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.94575428962708,PASS
pearson_windowavg,caltech,5,external,37,0.6257309941520468,nan,37,0.9864864864864865,1.0,0.9898648648648649,0.5995065215471629,0.15736228786706058,0.4421442336801023,0.9864864864864865,1.0,0.9469387755102041,0.40963515663343886,0.860280486453484,nan,nan,nan,220.74507594108582,PASS
pearson_windowavg,abide2,5,external,727,0.5705773955773956,0.0029242301426514183,589,0.8582342954159592,0.9363327674023769,0.8936139781284542,0.48787537709207407,0.1813152166561801,0.30656016043589396,0.903061224489796,0.9203767123287672,0.9469387755102041,0.40963515663343886,0.860280486453484,0.5563977145569835,0.17217413787257133,nan,220.74507594108582,PASS
pearson_full,caltech,5,external,37,0.6257309941520468,nan,37,0.9864864864864865,1.0,0.9898648648648649,0.5995065215471629,0.15736228786706058,0.4421442336801023,0.9864864864864865,1.0,nan,nan,nan,nan,nan,nan,220.74507594108582,PASS
pearson_full,abide2,5,external,727,0.5705773955773956,0.0029242301426514183,589,0.8582342954159592,0.9363327674023769,0.8936139781284542,0.48787537709207407,0.1813152166561801,0.30656016043589396,0.903061224489796,0.9203767123287672,nan,nan,nan,nan,nan,nan,220.74507594108582,PASS
varconet_selected,caltech,5,external,37,0.7573099415204679,nan,37,1.0,1.0,1.0,0.49202410192102997,0.10030594052797234,0.3917181613930576,1.0,1.0,0.9175510204081633,0.7422549336641507,0.8164743708280959,nan,nan,27.0,220.74507594108582,PASS
varconet_selected,abide2,5,external,727,0.6864173832923832,0.0010994743984530653,589,0.9932088285229201,0.9991511035653651,0.995220117356209,0.39490020070193377,0.10536194339721575,0.28953825730471805,0.9965986394557823,0.9974315068493151,0.9175510204081633,0.7422549336641507,0.8164743708280959,0.5254382057237802,0.5172236445017124,27.0,220.74507594108582,PASS
varconet_epoch50,caltech,5,external,37,0.7660818713450293,nan,37,1.0,1.0,1.0,0.4878182113170624,0.09602111656996268,0.3917970947470997,1.0,1.0,nan,nan,nan,nan,nan,50.0,220.74507594108582,PASS
varconet_epoch50,abide2,5,external,727,0.6878378378378379,0.0009892666020711038,589,0.9966044142614601,0.9991511035653651,0.9972929635917751,0.38958733808407353,0.09904912713257065,0.2905382109515029,0.9974489795918368,0.9982876712328768,nan,nan,nan,nan,nan,50.0,220.74507594108582,PASS
pearson_windowavg,internal_fold,6,0,89,0.6089159067882471,0.0029942374295363616,89,0.8651685393258427,0.949438202247191,0.8996811450443437,0.4502419686216987,0.1629581698293271,0.2872837987923716,0.9296875,0.85,nan,nan,nan,nan,nan,nan,203.37824892997742,PASS
pearson_full,internal_fold,6,0,89,0.6089159067882471,0.0029942374295363616,89,0.8651685393258427,0.949438202247191,0.8996811450443437,0.4502419686216987,0.1629581698293271,0.2872837987923716,0.9296875,0.85,nan,nan,nan,nan,nan,nan,203.37824892997742,PASS
varconet_selected,internal_fold,6,0,89,0.6869300911854104,0.0018535326134930807,89,0.9662921348314607,0.9887640449438202,0.978330658105939,0.4540533326315076,0.19905297256448706,0.25500036006702054,1.0,1.0,nan,nan,nan,nan,nan,2.0,203.37824892997742,PASS
varconet_epoch50,internal_fold,6,0,89,0.7183383991894631,0.001538110972625767,89,1.0,1.0,1.0,0.37162898916207004,0.09472580850019716,0.2769031806618729,1.0,1.0,nan,nan,nan,nan,nan,50.0,203.37824892997742,PASS
pearson_windowavg,internal_fold,6,1,89,0.5263424518743668,0.012326242624331157,89,0.8202247191011236,0.9269662921348314,0.8702332869909704,0.42572387793425764,0.16393049321761674,0.26179338471664093,0.8615384615384616,0.8289473684210527,nan,nan,nan,nan,nan,nan,194.08710932731628,PASS
pearson_full,internal_fold,6,1,89,0.5263424518743668,0.012326242624331157,89,0.8202247191011236,0.9269662921348314,0.8702332869909704,0.42572387793425764,0.16393049321761674,0.26179338471664093,0.8615384615384616,0.8289473684210527,nan,nan,nan,nan,nan,nan,194.08710932731628,PASS
varconet_selected,internal_fold,6,1,89,0.7421479229989868,0.012366631565399855,89,0.949438202247191,0.9831460674157303,0.9650238338440587,0.42160787458500165,0.18906366168564154,0.23254421289936011,0.9615384615384616,0.9605263157894737,nan,nan,nan,nan,nan,2.0,194.08710932731628,PASS
varconet_epoch50,internal_fold,6,1,89,0.7451874366767984,0.006892243337251358,89,1.0,1.0,1.0,0.35506849861546846,0.09563312172866878,0.2594353768867997,1.0,1.0,nan,nan,nan,nan,nan,50.0,194.08710932731628,PASS
pearson_windowavg,internal_fold,6,2,88,0.5817805383022774,0.003155064264879548,88,0.9261363636363635,0.9829545454545454,0.9552218614718615,0.46132237193259323,0.1559532053883385,0.3053691665442547,0.9716981132075472,1.0,nan,nan,nan,nan,nan,nan,193.33648037910461,PASS
pearson_full,internal_fold,6,2,88,0.5817805383022774,0.003155064264879548,88,0.9261363636363635,0.9829545454545454,0.9552218614718615,0.46132237193259323,0.1559532053883385,0.3053691665442547,0.9716981132075472,1.0,nan,nan,nan,nan,nan,nan,193.33648037910461,PASS
varconet_selected,internal_fold,6,2,88,0.7065217391304348,0.00209419804965591,88,1.0,1.0,1.0,0.4070033376867121,0.1422365093647523,0.26476682832195986,1.0,1.0,nan,nan,nan,nan,nan,14.0,193.33648037910461,PASS
varconet_epoch50,internal_fold,6,2,88,0.7148033126293996,0.002081259107306166,88,1.0,1.0,1.0,0.3927575788376006,0.11358824042435989,0.2791693384132407,1.0,1.0,nan,nan,nan,nan,nan,50.0,193.33648037910461,PASS
