method,scope,repeat,fold,auc,bce,f1,balanced_accuracy,selected_encoder_epoch,selected_classifier_epoch,selected_residual_epoch,threshold_hc,dynamic_dim,window_tokens,min_valid_tokens,mean_valid_tokens,min_windows,mean_windows,max_windows,mean_node_switch,mean_node_deviation,n_test,status
baseline,internal_fold,8,9,0.7493513233004669,0.5888954714875104,0.575,0.6227296315516346,39.0,29.0,nan,0.36348333954811096,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,8,9,0.7493513233004669,0.5888954714875104,0.575,0.6227296315516346,39.0,29.0,0.0,0.36348333954811096,774.0,15.0,93.53866666666667,121.67866662597656,5.658666666666667,7.406666664123535,9.488,0.35431371148427326,0.24346679798762003,88,PASS
baseline,internal_oof,8,all,0.7242950388276875,0.612227652434085,0.6317016317016318,0.6455715796806067,26.6,36.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882,PASS
stable_dynamic_residual,internal_oof,8,all,0.7217615644591212,0.6161239049500657,0.6357142857142857,0.6581563943138722,26.4,36.3,74.7,nan,774.0,15.0,93.53866666666667,121.59306676432293,5.658666666666667,7.397733343251547,9.488,0.3654413566350937,0.25289038311243056,882,PASS
baseline,caltech,8,external,0.6403508771929824,0.6693459857416678,0.6857142857142857,0.7046783625730995,25.0,46.0,nan,0.4403626024723053,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,PASS
baseline,abide2,8,external,0.7343895619757689,0.6047181809635329,0.6932270916334661,0.6874099805134288,25.0,46.0,nan,0.4403626024723053,nan,nan,nan,nan,nan,nan,nan,nan,nan,726,PASS
stable_dynamic_residual,caltech,8,external,0.5672514619883041,0.7444576021115413,0.5517241379310345,0.6549707602339181,25.0,46.0,115.0,0.38969531655311584,774.0,15.0,94.28653624856156,122.22209445790948,5.7054085155350975,7.437284238593625,9.558112773302646,0.35897482803007813,0.24790277466675217,37,PASS
stable_dynamic_residual,abide2,8,external,0.6966256652777029,0.6411148955783292,0.583963691376702,0.6414894518342794,25.0,46.0,115.0,0.38969531655311584,774.0,15.0,94.28653624856156,122.22209445790948,5.7054085155350975,7.437284238593625,9.558112773302646,0.35897482803007813,0.24790277466675217,726,PASS
baseline,internal_fold,9,0,0.6722391084093211,0.6445224628948782,0.55,0.6030901722391084,29.0,52.0,nan,0.393105149269104,nan,nan,nan,nan,nan,nan,nan,nan,nan,89,PASS
stable_dynamic_residual,internal_fold,9,0,0.6879432624113475,0.6337801831922859,0.608695652173913,0.5954913880445796,24.0,52.0,88.0,0.464060515165329,774.0,15.0,93.53866666666667,121.40133341471355,5.658666666666667,7.381333344777425,9.488,0.35255793476104735,0.24103724857171377,89,PASS
baseline,internal_fold,9,1,0.7674772036474163,0.5716800055379095,0.7096774193548387,0.6963019250253293,45.0,59.0,nan,0.43092334270477295,nan,nan,nan,nan,nan,nan,nan,nan,nan,89,PASS
stable_dynamic_residual,internal_fold,9,1,0.7674772036474163,0.5716800055379095,0.7096774193548387,0.6963019250253293,45.0,59.0,0.0,0.43092334270477295,774.0,15.0,93.53866666666667,121.4279999593099,5.658666666666667,7.388000002543132,9.488,0.3681883777777354,0.25395306388537087,89,PASS
baseline,internal_fold,9,2,0.7060041407867496,0.6098684460156449,0.5194805194805194,0.5864389233954451,22.0,36.0,nan,0.380344957113266,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,9,2,0.7060041407867496,0.6098684460156449,0.5194805194805194,0.5864389233954451,22.0,36.0,0.0,0.380344957113266,774.0,15.0,93.53866666666667,121.39866682942709,5.658666666666667,7.382666670481364,9.488,0.3537763600349426,0.24274723382790883,88,PASS
baseline,internal_fold,9,3,0.7153209109730849,0.6352080889793453,0.702127659574468,0.6801242236024845,19.0,45.0,nan,0.4581424295902252,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,9,3,0.7070393374741201,0.6458143065620398,0.6526315789473685,0.6226708074534162,19.0,45.0,149.0,0.4923306405544281,774.0,15.0,93.53866666666667,121.40533329264323,5.658666666666667,7.381333343505859,9.488,0.36494940773646034,0.253157377799352,88,PASS
baseline,internal_fold,9,4,0.7070393374741201,0.6168175703964581,0.6,0.6418219461697723,21.0,41.0,nan,0.39401671290397644,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,9,4,0.7111801242236024,0.6166287031294773,0.651685393258427,0.6485507246376812,21.0,41.0,8.0,0.4655047059059143,774.0,15.0,93.53866666666667,121.52133353678386,5.658666666666667,7.3919999961853025,9.488,0.35472206481297813,0.24360816701253254,88,PASS
baseline,internal_fold,9,5,0.68188894654904,0.6234584288036791,0.7068965517241379,0.5947067981318112,2.0,41.0,nan,0.6059052348136902,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,9,5,0.6865594187856772,0.62289108377237,0.7017543859649124,0.5962636222106902,2.0,41.0,37.0,0.6077460646629333,774.0,15.0,93.53866666666667,121.57733386230468,5.658666666666667,7.398666669209798,9.488,0.34125366735458373,0.23209115974108377,88,PASS
baseline,internal_fold,9,6,0.7524649714582252,0.5825559898342578,0.7010309278350516,0.6665801764400623,32.0,30.0,nan,0.46736523509025574,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,9,6,0.7644006227296316,0.5739869536092276,0.7254901960784313,0.6741048261546445,23.0,29.0,88.0,0.49998053908348083,774.0,15.0,93.53866666666667,121.86000036621094,5.658666666666667,7.416000005086263,9.488,0.385164932568868,0.27003535397847495,88,PASS
baseline,internal_fold,9,7,0.7088738972496107,0.6241969853575587,0.6875000000000001,0.6559418785677218,41.0,23.0,nan,0.42467495799064636,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,9,7,0.719252724442138,0.6195898768490771,0.7128712871287127,0.6634665282823041,41.0,23.0,121.0,0.4829917848110199,774.0,15.0,93.53866666666667,121.68933337402343,5.658666666666667,7.402666678110759,9.488,0.36076239236195884,0.2489410453637441,88,PASS
baseline,internal_fold,9,8,0.7441619097042034,0.5833362508088048,0.6904761904761905,0.7109496626881162,18.0,31.0,nan,0.4403720200061798,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,9,8,0.7332641411520499,0.5886637331577521,0.6373626373626374,0.6255838090295797,36.0,43.0,65.0,0.4903940260410309,774.0,15.0,93.53866666666667,121.7066670328776,5.658666666666667,7.404000005086263,9.488,0.36526650563875834,0.2524148664474487,88,PASS
baseline,internal_fold,9,9,0.7125064867669954,0.620262802961393,0.6990291262135921,0.6390762843798651,46.0,44.0,nan,0.5413805246353149,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,9,9,0.7125064867669954,0.620262802961393,0.6990291262135921,0.6390762843798651,46.0,44.0,0.0,0.5413805246353149,774.0,15.0,93.53866666666667,121.72666678873698,5.658666666666667,7.405333337148031,9.488,0.36321571787198387,0.25130169582366946,88,PASS
baseline,internal_oof,9,all,0.7193932045096876,0.6111836975604836,0.6630434782608695,0.6482392095147185,27.5,40.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882,PASS
stable_dynamic_residual,internal_oof,9,all,0.7208069967235107,0.6102994064966007,0.6666666666666667,0.6355176595031089,27.9,41.3,55.6,nan,774.0,15.0,93.53866666666667,121.57146684570314,5.658666666666667,7.395200005213421,9.488,0.3609857360919317,0.24892872124512994,882,PASS
baseline,caltech,9,external,0.6549707602339181,0.648189844485083,0.631578947368421,0.6213450292397661,25.0,32.0,nan,0.48989635705947876,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,PASS
baseline,abide2,9,external,0.7390031810094506,0.5991928378173602,0.7286245353159851,0.6950351605524019,25.0,32.0,nan,0.48989635705947876,nan,nan,nan,nan,nan,nan,nan,nan,nan,726,PASS
stable_dynamic_residual,caltech,9,external,0.6637426900584795,0.6502032259672635,0.6666666666666667,0.6476608187134503,25.0,32.0,35.0,0.5007874965667725,774.0,15.0,94.28653624856156,122.97583452055726,5.7054085155350975,7.4902186476045705,9.558112773302646,0.36398041100853196,0.25217852473121793,37,PASS
stable_dynamic_residual,abide2,9,external,0.7241764420447807,0.6088898482042812,0.6973848069738481,0.6621621621621622,25.0,32.0,35.0,0.5007874965667725,774.0,15.0,94.28653624856156,122.97583452055726,5.7054085155350975,7.4902186476045705,9.558112773302646,0.36398041100853196,0.25217852473121793,726,PASS
