method,scope,repeat,fold,auc,bce,f1,balanced_accuracy,selected_encoder_epoch,selected_classifier_epoch,selected_residual_epoch,threshold_hc,dynamic_dim,window_tokens,min_valid_tokens,mean_valid_tokens,min_windows,mean_windows,max_windows,mean_edge_switch,std_edge_switch,dynamic_head_l2,task_seconds,n_test,status
baseline,internal_fold,0,8,0.7727036844836535,0.5795886663586616,0.6829268292682927,0.7125064867669952,47.0,35.0,nan,0.3991352319717407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,331.0949647426605,88,PASS
pretransformer_edge_residual,internal_fold,0,8,0.7529839128178516,0.5914674106017074,0.6813186813186813,0.6712506486766996,47.0,35.0,3.0,0.4467885196208954,73536.0,15.0,93.53866666666667,121.3800000406901,5.658666666666667,7.378666678110759,9.488,0.3336293284098307,0.1319134711821874,0.03327785059809685,331.0949640274048,88,PASS
baseline,internal_fold,0,9,0.6621691748832382,0.6663587302640813,0.5977011494252874,0.6058640373637779,21.0,52.0,nan,0.43552035093307495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,359.3496081829071,88,PASS
pretransformer_edge_residual,internal_fold,0,9,0.6626881162428646,0.6651224897051936,0.6153846153846154,0.6027503892060198,21.0,52.0,1.0,0.45345985889434814,73536.0,15.0,93.53866666666667,121.54533337402344,5.658666666666667,7.396000011444092,9.488,0.3459255140622457,0.12911859520276386,0.013558479025959969,359.3496069908142,88,PASS
baseline,internal_oof,0,all,0.7203271329429066,0.6171024871561925,0.6525612472160357,0.6474394365470446,35.3,39.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882,PASS
pretransformer_edge_residual,internal_oof,0,all,0.7206986403859549,0.6180105829954038,0.66524064171123,0.6438198188901215,35.3,39.4,2.1,nan,73536.0,15.0,93.53866666666667,121.58480014444986,5.658666666666667,7.39653334681193,9.488,0.30581084845860806,0.1199627349078655,nan,nan,882,PASS
baseline,caltech,0,external,0.7485380116959064,0.5869416659066351,0.6060606060606061,0.652046783625731,1.0,37.0,nan,0.3713821470737457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,295.4645047187805,37,PASS
baseline,abide2,0,external,0.7212187964539061,0.6119962350758927,0.5945945945945945,0.6476319579767855,1.0,37.0,nan,0.3713821470737457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,295.4645047187805,726,PASS
pretransformer_edge_residual,caltech,0,external,0.7543859649122807,0.5907190931630333,0.6486486486486486,0.6491228070175439,1.0,37.0,3.0,0.3952498733997345,73536.0,15.0,94.28653624856156,122.63981626662067,5.7054085155350975,7.463751454347845,9.558112773302646,0.3448037181748345,0.12879722770324922,0.02962075173854828,295.46450304985046,37,PASS
pretransformer_edge_residual,abide2,0,external,0.7211725832415488,0.6154120677520368,0.6222865412445732,0.6559772939083284,1.0,37.0,3.0,0.3952498733997345,73536.0,15.0,94.28653624856156,122.63981626662067,5.7054085155350975,7.463751454347845,9.558112773302646,0.3448037181748345,0.12879722770324922,0.02962075173854828,295.46450304985046,726,PASS
baseline,internal_fold,1,0,0.7695035460992908,0.5847436806822353,0.6444444444444444,0.6418439716312057,30.0,17.0,nan,0.4790738821029663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,378.5174171924591,89,PASS
pretransformer_edge_residual,internal_fold,1,0,0.7477203647416413,0.5954800140350177,0.5999999999999999,0.648176291793313,30.0,17.0,2.0,0.41939687728881836,73536.0,15.0,93.53866666666667,121.39600030517578,5.658666666666667,7.378666670481364,9.488,0.3380920344988505,0.12779380935430526,0.021897967904806137,378.5174160003662,89,PASS
baseline,internal_fold,1,1,0.8257345491388045,0.5548276177363168,0.6111111111111112,0.6983282674772037,49.0,22.0,nan,0.3686138987541199,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,332.10898303985596,89,PASS
pretransformer_edge_residual,internal_fold,1,1,0.8140830800405269,0.5545399651697874,0.6881720430107526,0.6737588652482269,49.0,22.0,1.0,0.47252175211906433,73536.0,15.0,93.53866666666667,121.44666687011718,5.658666666666667,7.389333329518636,9.488,0.23674733626842498,0.10411632442474365,0.01355862244963646,332.10898208618164,89,PASS
baseline,internal_fold,1,2,0.7665631469979296,0.5832384645783689,0.688888888888889,0.6821946169772257,10.0,89.0,nan,0.46499064564704895,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,351.42922711372375,88,PASS
pretransformer_edge_residual,internal_fold,1,2,0.7417184265010353,0.6069935039383046,0.7378640776699029,0.6868530020703933,10.0,89.0,10.0,0.6104119420051575,73536.0,15.0,93.53866666666667,121.60799987792969,5.658666666666667,7.398666676839193,9.488,0.3417179594039917,0.1275728905995687,0.11171619594097137,351.4292252063751,88,PASS
baseline,internal_fold,1,3,0.7132505175983437,0.6183765908647737,0.7222222222222221,0.650103519668737,48.0,36.0,nan,0.5103002190589905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,354.69066429138184,88,PASS
pretransformer_edge_residual,internal_fold,1,3,0.7132505175983437,0.6183765946865454,0.7222222222222221,0.650103519668737,48.0,36.0,0.0,0.5103002190589905,73536.0,15.0,93.53866666666667,121.45066687011719,5.658666666666667,7.386666685740153,9.488,0.345285884698232,0.12858621158202488,0.0,354.6906635761261,88,PASS
baseline,internal_fold,1,4,0.6423395445134575,0.6825497948367171,0.6607142857142857,0.556935817805383,42.0,31.0,nan,0.6297429203987122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,354.0070436000824,88,PASS
pretransformer_edge_residual,internal_fold,1,4,0.6423395445134575,0.6825497947997622,0.6607142857142857,0.556935817805383,42.0,31.0,0.0,0.6297429203987122,73536.0,15.0,93.53866666666667,121.62133369954427,5.658666666666667,7.401333356221517,9.488,0.026041293640931447,0.013593424583474794,0.0,354.0070421695709,88,PASS
baseline,internal_fold,1,5,0.7010897768552152,0.6279065875996672,0.6938775510204082,0.6543850544888428,43.0,48.0,nan,0.4958442449569702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,295.468008518219,88,PASS
pretransformer_edge_residual,internal_fold,1,5,0.7010897768552152,0.6279065882252478,0.6938775510204082,0.6543850544888428,43.0,48.0,0.0,0.4958442449569702,73536.0,15.0,93.53866666666667,121.63866697184245,5.658666666666667,7.401333330790202,9.488,0.26389373127619425,0.11223274896542232,0.0,295.46800780296326,88,PASS
baseline,internal_fold,1,6,0.6974571873378308,0.6183886116443243,0.6666666666666666,0.6331084587441619,46.0,52.0,nan,0.5094935894012451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,332.60526299476624,88,PASS
pretransformer_edge_residual,internal_fold,1,6,0.6974571873378308,0.618388614071837,0.6666666666666666,0.6331084587441619,46.0,52.0,0.0,0.5094935894012451,73536.0,15.0,93.53866666666667,121.81600034586589,5.658666666666667,7.413333338419596,9.488,0.34901007580757143,0.13019270539283753,0.0,332.6052620410919,88,PASS
baseline,internal_fold,1,7,0.6772184743124028,0.6420453423863719,0.380952380952381,0.5788790866632071,13.0,8.0,nan,0.36461082100868225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,286.04702281951904,88,PASS
pretransformer_edge_residual,internal_fold,1,7,0.6772184743124028,0.6420453445997437,0.380952380952381,0.5788790866632071,13.0,8.0,0.0,0.36461082100868225,73536.0,15.0,93.53866666666667,121.23866701253255,5.658666666666667,7.37066667175293,9.488,0.27383242662747703,0.1205483852426211,0.0,286.047021150589,88,PASS
baseline,internal_fold,1,8,0.7202906071613907,0.6174622773458838,0.7254901960784313,0.6741048261546445,47.0,50.0,nan,0.5000815987586975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,307.8815553188324,88,PASS
pretransformer_edge_residual,internal_fold,1,8,0.724961079398028,0.6208641634955041,0.7083333333333333,0.6787752983912818,47.0,50.0,4.0,0.44968128204345703,73536.0,15.0,93.53866666666667,121.82933337402343,5.658666666666667,7.412000011444092,9.488,0.2854714438915253,0.11976034311453501,0.03266659751534462,307.8815538883209,88,PASS
